rank,word,count,frequency,zipf
785,blue,68839,0.00010616,5.03
786,near,68790,0.00010608,5.03
787,broke,68629,0.00010583,5.02
788,station,68571,0.00010574,5.02
789,seriously,68524,0.00010567,5.02
790,forever,68510,0.00010565,5.02
791,david,68505,0.00010564,5.02
792,frank,68472,0.00010559,5.02
793,except,68440,0.00010554,5.02
794,thinks,68354,0.00010541,5.02
795,message,68305,0.00010533,5.02
796,entire,68282,0.0001053,5.02
797,joe,68244,0.00010524,5.02
798,table,67702,0.0001044,5.02
799,talked,67666,0.00010435,5.02
800,across,67595,0.00010424,5.02
801,rock,67361,0.00010388,5.02
802,lovely,67236,0.00010368,5.02
803,handle,67089,0.00010346,5.01
804,middle,66734,0.00010291,5.01
805,buddy,66718,0.00010289,5.01
806,paid,66526,0.00010259,5.01
807,protect,66508,0.00010256,5.01
808,using,66503,0.00010255,5.01
809,floor,66456,0.00010248,5.01
810,ran,66177,0.00010205,5.01
811,swear,66157,0.00010202,5.01
812,spend,66119,0.00010196,5.01
813,situation,66029,0.00010182,5.01
814,ring,66018,0.00010181,5.01
815,anywhere,65981,0.00010175,5.01
816,dangerous,65974,0.00010174,5.01
817,bill,65959,0.00010171,5.01
818,york,65880,0.00010159,5.01
819,army,65795,0.00010146,5.01
820,lead,65756,0.0001014,5.01
821,bought,65752,0.0001014,5.01
822,finished,65659,0.00010125,5.01
823,fair,65474,0.00010097,5.0
824,sun,65448,0.00010093,5.0
825,letter,65448,0.00010093,5.0
826,fool,65432,0.0001009,5.0
827,attention,65421,0.00010089,5.0
828,club,65275,0.00010066,5.0
829,simple,65090,0.00010037,5.0
830,interesting,65082,0.00010036,5.0
831,space,64991,0.00010022,5.0
832,test,64969,0.00010019,5.0
833,box,64788,9.991e-05,5.0
834,group,64761,9.987e-05,5.0
835,single,64614,9.964e-05,5.0
836,sitting,64521,9.95e-05,5.0
837,marriage,64465,9.941e-05,5.0
838,join,64456,9.94e-05,5.0
839,fear,64352,9.924e-05,5.0
840,peace,64262,9.91e-05,5.0
841,forgot,64169,9.895e-05,5.0
842,force,63737,9.829e-05,4.99
843,short,63714,9.825e-05,4.99
844,normal,63676,9.819e-05,4.99
845,charlie,63672,9.819e-05,4.99
846,present,63307,9.763e-05,4.99
847,enjoy,63294,9.761e-05,4.99
848,mike,63219,9.749e-05,4.99
849,crime,63084,9.728e-05,4.99
850,horse,62923,9.703e-05,4.99
851,ground,62860,9.694e-05,4.99
852,american,62835,9.69e-05,4.99
853,count,62763,9.679e-05,4.99
854,area,62755,9.677e-05,4.99
855,charge,62746,9.676e-05,4.99
856,honor,62722,9.672e-05,4.99
857,lunch,62582,9.651e-05,4.98
858,miles,62523,9.642e-05,4.98
859,radio,62502,9.638e-05,4.98
860,idiot,62357,9.616e-05,4.98
861,ball,62325,9.611e-05,4.98
862,surprise,62170,9.587e-05,4.98
863,paper,62166,9.587e-05,4.98
864,key,62153,9.585e-05,4.98
865,boat,62148,9.584e-05,4.98
866,quickly,62072,9.572e-05,4.98
867,gold,61935,9.551e-05,4.98
868,bar,61927,9.55e-05,4.98
869,fish,61813,9.532e-05,4.98
870,mark,61805,9.531e-05,4.98
871,tom,61785,9.528e-05,4.98
872,wearing,61749,9.522e-05,4.98
873,crying,61698,9.514e-05,4.98
874,accident,61671,9.51e-05,4.98
875,government,61646,9.506e-05,4.98
876,eight,61400,9.468e-05,4.98
877,fell,61371,9.464e-05,4.98
878,cover,61052,9.415e-05,4.97
879,certain,61050,9.414e-05,4.97
880,interested,61029,9.411e-05,4.97
881,deep,60938,9.397e-05,4.97
882,star,60903,9.392e-05,4.97
883,sea,60812,9.378e-05,4.97
884,agree,60716,9.363e-05,4.97
885,problems,60633,9.35e-05,4.97
886,detective,60633,9.35e-05,4.97
887,prison,60581,9.342e-05,4.97
888,major,60560,9.339e-05,4.97
889,stick,60548,9.337e-05,4.97
890,offer,60444,9.321e-05,4.97
891,difficult,60404,9.315e-05,4.97
892,smart,60397,9.314e-05,4.97
893,personal,60381,9.311e-05,4.97
894,record,60360,9.308e-05,4.97
895,stopped,60200,9.283e-05,4.97
896,hide,60133,9.273e-05,4.97
897,whether,59993,9.251e-05,4.97
898,bank,59962,9.247e-05,4.97
899,trip,59906,9.238e-05,4.97
900,relax,59715,9.209e-05,4.96
901,america,59703,9.207e-05,4.96
902,public,59687,9.204e-05,4.96
903,list,59557,9.184e-05,4.96
904,afternoon,59466,9.17e-05,4.96
905,brain,59464,9.17e-05,4.96
906,fix,59349,9.152e-05,4.96
907,bastard,59332,9.15e-05,4.96
908,proud,59309,9.146e-05,4.96
909,tea,59277,9.141e-05,4.96
910,service,59277,9.141e-05,4.96
911,screaming,59151,9.122e-05,4.96
912,forward,59064,9.108e-05,4.96
913,angry,58748,9.059e-05,4.96
914,park,58713,9.054e-05,4.96
915,soul,58677,9.049e-05,4.96
916,fighting,58657,9.045e-05,4.96
917,peter,58654,9.045e-05,4.96
918,rich,58651,9.045e-05,4.96
919,agent,58608,9.038e-05,4.96
920,blow,58531,9.026e-05,4.96
921,paul,58529,9.026e-05,4.96
922,dress,58429,9.01e-05,4.95
923,mary,58366,9.001e-05,4.95
924,missed,58324,8.994e-05,4.95
925,scene,58017,8.947e-05,4.95
926,killing,57890,8.927e-05,4.95
927,standing,57866,8.923e-05,4.95
928,saved,57667,8.893e-05,4.95
929,mm,57659,8.892e-05,4.95
930,respect,57647,8.89e-05,4.95
931,killer,57555,8.876e-05,4.95
932,ice,57545,8.874e-05,4.95
933,mess,57542,8.874e-05,4.95
934,tough,57486,8.865e-05,4.95
935,feels,57388,8.85e-05,4.95
936,church,57254,8.829e-05,4.95
937,sad,57179,8.818e-05,4.95
938,cell,57033,8.795e-05,4.94
939,drunk,56919,8.777e-05,4.94
940,share,56854,8.767e-05,4.94
941,camera,56757,8.752e-05,4.94
942,within,56709,8.745e-05,4.94
943,card,56659,8.737e-05,4.94
944,fly,56595,8.727e-05,4.94
945,ben,56502,8.713e-05,4.94
946,girlfriend,56475,8.709e-05,4.94
947,laugh,56460,8.707e-05,4.94
948,smell,56399,8.697e-05,4.94
949,broken,56391,8.696e-05,4.94
950,mum,56281,8.679e-05,4.94
951,honest,56234,8.672e-05,4.94
952,often,55998,8.635e-05,4.94
953,starting,55979,8.632e-05,4.94
954,calls,55940,8.626e-05,4.94
955,spent,55836,8.61e-05,4.94
956,third,55750,8.597e-05,4.93
957,english,55677,8.586e-05,4.93
958,visit,55638,8.58e-05,4.93
959,mama,55372,8.539e-05,4.93
960,judge,55336,8.533e-05,4.93
961,window,55285,8.525e-05,4.93
962,hungry,55259,8.521e-05,4.93
963,dare,55131,8.502e-05,4.93
964,relationship,55128,8.501e-05,4.93
965,moved,55096,8.496e-05,4.93
966,prove,55079,8.494e-05,4.93
967,private,54978,8.478e-05,4.93
968,wall,54813,8.453e-05,4.93
969,seat,54615,8.422e-05,4.93
970,position,54449,8.397e-05,4.92
971,lieutenant,54321,8.377e-05,4.92
972,realize,54306,8.374e-05,4.92
973,lt,54305,8.374e-05,4.92
974,especially,54148,8.35e-05,4.92
975,machine,54140,8.349e-05,4.92
976,walking,54115,8.345e-05,4.92
977,art,54096,8.342e-05,4.92
978,pleasure,54085,8.34e-05,4.92
979,bloody,54026,8.331e-05,4.92
980,college,53933,8.317e-05,4.92
981,french,53911,8.314e-05,4.92
982,involved,53718,8.284e-05,4.92
983,cry,53674,8.277e-05,4.92
984,became,53603,8.266e-05,4.92
985,lived,53550,8.258e-05,4.92
986,impossible,53527,8.254e-05,4.92
987,obviously,53527,8.254e-05,4.92
988,neither,53452,8.243e-05,4.92
989,accept,53291,8.218e-05,4.91
990,boyfriend,53124,8.192e-05,4.91
991,besides,53110,8.19e-05,4.91
992,queen,53006,8.174e-05,4.91
993,teacher,53004,8.174e-05,4.91
994,cops,52981,8.17e-05,4.91
995,sake,52827,8.146e-05,4.91
996,loves,52751,8.135e-05,4.91
997,carry,52734,8.132e-05,4.91
998,teach,52731,8.132e-05,4.91
999,apartment,52714,8.129e-05,4.91
1000,upset,52565,8.106e-05,4.91
1001,green,52557,8.105e-05,4.91
1002,la,52546,8.103e-05,4.91
1003,liked,52485,8.094e-05,4.91
1004,cute,52240,8.056e-05,4.91
1005,evil,52175,8.046e-05,4.91
1006,professor,52026,8.023e-05,4.9
1007,contact,51750,7.98e-05,4.9
1008,joke,51728,7.977e-05,4.9
1009,cop,51701,7.973e-05,4.9
1010,huge,51581,7.954e-05,4.9
1011,holy,51499,7.942e-05,4.9
1012,store,51492,7.941e-05,4.9
1013,jail,51429,7.931e-05,4.9
1014,likes,51334,7.916e-05,4.9
1015,lawyer,51332,7.916e-05,4.9
1016,doubt,51287,7.909e-05,4.9
1017,continue,51279,7.908e-05,4.9
1018,appreciate,51258,7.904e-05,4.9
1019,cat,51175,7.892e-05,4.9
1020,shop,50976,7.861e-05,4.9
1021,driving,50866,7.844e-05,4.89
1022,congratulations,50847,7.841e-05,4.89
1023,wrote,50800,7.834e-05,4.89
1024,village,50792,7.833e-05,4.89
1025,quit,50649,7.811e-05,4.89
1026,field,50617,7.806e-05,4.89
1027,james,50562,7.797e-05,4.89
1028,wine,50522,7.791e-05,4.89
1029,decision,50446,7.779e-05,4.89
1030,south,50364,7.767e-05,4.89
1031,sleeping,50357,7.766e-05,4.89
1032,slow,50276,7.753e-05,4.89
1033,laughter,50196,7.741e-05,4.89
1034,island,50107,7.727e-05,4.89
1035,glass,50103,7.726e-05,4.89
1036,beginning,50069,7.721e-05,4.89
1037,cash,49976,7.707e-05,4.89
1038,dying,49963,7.705e-05,4.89
1039,hundred,49823,7.683e-05,4.89
1040,whose,49808,7.681e-05,4.89
1041,difference,49743,7.671e-05,4.88
1042,plane,49704,7.665e-05,4.88
1043,push,49690,7.663e-05,4.88
1044,continues,49684,7.662e-05,4.88
1045,mmm,49655,7.657e-05,4.88
1046,singing,49144,7.578e-05,4.88
1047,eating,49119,7.575e-05,4.88
1048,north,49107,7.573e-05,4.88
1049,mrs,49087,7.57e-05,4.88
1050,tree,49017,7.559e-05,4.88
1051,madam,48931,7.546e-05,4.88
1052,gift,48891,7.539e-05,4.88
1053,truck,48807,7.526e-05,4.88
1054,putting,48797,7.525e-05,4.88
1055,bear,48674,7.506e-05,4.88
1056,board,48666,7.505e-05,4.88
1057,grab,48653,7.503e-05,4.88
1058,beer,48641,7.501e-05,4.88
1059,stuck,48497,7.479e-05,4.87
1060,magic,48484,7.477e-05,4.87
1061,support,48351,7.456e-05,4.87
1062,rules,48345,7.455e-05,4.87
1063,grunts,48253,7.441e-05,4.87
1064,partner,48247,7.44e-05,4.87
1065,reach,48221,7.436e-05,4.87
1066,wind,48063,7.412e-05,4.87
1067,colonel,48036,7.408e-05,4.87
1068,max,47938,7.392e-05,4.87
1069,immediately,47938,7.392e-05,4.87
1070,seconds,47936,7.392e-05,4.87
1071,thousand,47934,7.392e-05,4.87
1072,gives,47900,7.387e-05,4.87
1073,experience,47824,7.375e-05,4.87
1074,cheers,47819,7.374e-05,4.87
1075,victim,47739,7.362e-05,4.87
1076,upon,47699,7.356e-05,4.87
1077,computer,47672,7.351e-05,4.87
1078,christ,47650,7.348e-05,4.87
1079,planet,47564,7.335e-05,4.87
1080,promised,47559,7.334e-05,4.87
1081,bus,47534,7.33e-05,4.87
1082,henry,47491,7.324e-05,4.86
1083,dirty,47462,7.319e-05,4.86
1084,search,47439,7.316e-05,4.86
1085,staying,47241,7.285e-05,4.86
1086,dreams,47210,7.28e-05,4.86
1087,arrest,46994,7.247e-05,4.86
1088,holding,46938,7.238e-05,4.86
1089,suddenly,46833,7.222e-05,4.86
1090,usually,46770,7.212e-05,4.86
1091,lots,46570,7.182e-05,4.86
1092,shoes,46490,7.169e-05,4.86
1093,er,46383,7.153e-05,4.85
1094,jump,46358,7.149e-05,4.85
1095,rid,46242,7.131e-05,4.85
1096,yo,46233,7.13e-05,4.85
1097,knock,46228,7.129e-05,4.85
1098,owe,46153,7.117e-05,4.85
1099,harry,46028,7.098e-05,4.85
1100,grow,46010,7.095e-05,4.85
1101,worst,45845,7.07e-05,4.85
1102,river,45834,7.068e-05,4.85
1103,aunt,45834,7.068e-05,4.85
1104,patient,45828,7.067e-05,4.85
1105,kitchen,45812,7.065e-05,4.85
1106,aah,45774,7.059e-05,4.85
1107,fat,45737,7.053e-05,4.85
1108,passed,45678,7.044e-05,4.85
1109,final,45614,7.034e-05,4.85
1110,summer,45611,7.034e-05,4.85
1111,bob,45572,7.028e-05,4.85
1112,listening,45564,7.026e-05,4.85
1113,escape,45553,7.025e-05,4.85
1114,everywhere,45430,7.006e-05,4.85
1115,moon,45422,7.004e-05,4.85
1116,arms,45390,7e-05,4.85
1117,turns,45374,6.997e-05,4.84
1118,address,45332,6.991e-05,4.84
1119,ow,45251,6.978e-05,4.84
1120,match,45223,6.974e-05,4.84
1121,gasps,45214,6.972e-05,4.84
1122,grand,45183,6.968e-05,4.84
1123,yep,45096,6.954e-05,4.84
1124,shh,44939,6.93e-05,4.84
1125,nervous,44913,6.926e-05,4.84
1126,de,44903,6.924e-05,4.84
1127,choose,44853,6.917e-05,4.84
1128,themselves,44832,6.914e-05,4.84
1129,decide,44806,6.909e-05,4.84
1130,mate,44782,6.906e-05,4.84
1131,drinking,44770,6.904e-05,4.84
1132,press,44624,6.881e-05,4.84
1133,bother,44619,6.881e-05,4.84
1134,foot,44588,6.876e-05,4.84
1135,hadn,44545,6.869e-05,4.84
1136,blame,44534,6.868e-05,4.84
1137,crap,44529,6.867e-05,4.84
1138,drugs,44516,6.865e-05,4.84
1139,type,44489,6.861e-05,4.84
1140,rings,44331,6.836e-05,4.83
1141,mission,44289,6.83e-05,4.83
1142,named,44264,6.826e-05,4.83
1143,heaven,44231,6.821e-05,4.83
1144,picked,44114,6.803e-05,4.83
1145,paris,44110,6.802e-05,4.83
1146,race,44089,6.799e-05,4.83
1147,risk,44005,6.786e-05,4.83
1148,books,43897,6.769e-05,4.83
1149,further,43839,6.76e-05,4.83
1150,danny,43801,6.755e-05,4.83
1151,action,43798,6.754e-05,4.83
1152,allowed,43797,6.754e-05,4.83
1153,orders,43786,6.752e-05,4.83
1154,learned,43716,6.741e-05,4.83
1155,price,43671,6.734e-05,4.83
1156,arrived,43640,6.73e-05,4.83
1157,nick,43636,6.729e-05,4.83
1158,otherwise,43596,6.723e-05,4.83
1159,pictures,43550,6.716e-05,4.83
1160,fit,43502,6.708e-05,4.83
1161,smoke,43421,6.696e-05,4.83
1162,favor,43370,6.688e-05,4.83
1163,played,43357,6.686e-05,4.83
1164,notice,43315,6.68e-05,4.82
1165,awesome,43298,6.677e-05,4.82
1166,smile,43295,6.676e-05,4.82
1167,director,43294,6.676e-05,4.82
1168,guard,43270,6.673e-05,4.82
1169,begin,43130,6.651e-05,4.82
1170,spot,43079,6.643e-05,4.82
1171,surprised,43018,6.634e-05,4.82
1172,innocent,42962,6.625e-05,4.82
1173,narrator,42916,6.618e-05,4.82
1174,herself,42884,6.613e-05,4.82
1175,london,42880,6.612e-05,4.82
1176,feelings,42843,6.607e-05,4.82
1177,enemy,42799,6.6e-05,4.82
1178,battle,42785,6.598e-05,4.82
1179,ourselves,42731,6.59e-05,4.82
1180,alex,42710,6.586e-05,4.82
1181,dollars,42705,6.586e-05,4.82
1182,allow,42649,6.577e-05,4.82
1183,nine,42538,6.56e-05,4.82
1184,gay,42536,6.559e-05,4.82
1185,department,42487,6.552e-05,4.82
1186,guilty,42459,6.548e-05,4.82
1187,apart,42417,6.541e-05,4.82
1188,earlier,42407,6.54e-05,4.82
1189,duty,42329,6.528e-05,4.81
1190,jim,42323,6.527e-05,4.81
1191,suit,42315,6.525e-05,4.81
1192,bell,42299,6.523e-05,4.81
1193,west,42219,6.511e-05,4.81
1194,legs,42152,6.5e-05,4.81
1195,hero,42093,6.491e-05,4.81
1196,destroy,42078,6.489e-05,4.81
1197,stage,42074,6.488e-05,4.81
1198,bunch,42064,6.487e-05,4.81
1199,according,42026,6.481e-05,4.81
1200,chicken,41996,6.476e-05,4.81
1201,bigger,41873,6.457e-05,4.81
1202,grunting,41866,6.456e-05,4.81
1203,low,41837,6.452e-05,4.81
1204,helping,41832,6.451e-05,4.81
1205,admit,41817,6.449e-05,4.81
1206,closed,41801,6.446e-05,4.81
1207,names,41772,6.442e-05,4.81
1208,witness,41753,6.439e-05,4.81
1209,upstairs,41732,6.435e-05,4.81
1210,arm,41726,6.435e-05,4.81
1211,steal,41720,6.434e-05,4.81
1212,jimmy,41706,6.431e-05,4.81
1213,kick,41697,6.43e-05,4.81
1214,twice,41693,6.429e-05,4.81
1215,cross,41692,6.429e-05,4.81
1216,ways,41675,6.427e-05,4.81
1217,sergeant,41650,6.423e-05,4.81
1218,indeed,41591,6.414e-05,4.81
1219,gas,41535,6.405e-05,4.81
1220,keeping,41371,6.38e-05,4.8
1221,energy,41290,6.367e-05,4.8
1222,pregnant,41290,6.367e-05,4.8
1223,waste,41240,6.36e-05,4.8
1224,helped,41235,6.359e-05,4.8
1225,fired,41193,6.352e-05,4.8
1226,favorite,41153,6.346e-05,4.8
1227,tony,41145,6.345e-05,4.8
1228,taste,41080,6.335e-05,4.8
1229,locked,41079,6.335e-05,4.8
1230,places,41041,6.329e-05,4.8
1231,writing,41035,6.328e-05,4.8
1232,adam,41028,6.327e-05,4.8
1233,brothers,41025,6.326e-05,4.8
1234,starts,41012,6.324e-05,4.8
1235,prince,40914,6.309e-05,4.8
1236,form,40833,6.297e-05,4.8
1237,sold,40796,6.291e-05,4.8
1238,silly,40758,6.285e-05,4.8
1239,mention,40753,6.284e-05,4.8
1240,build,40738,6.282e-05,4.8
1241,throat,40719,6.279e-05,4.8
1242,hole,40658,6.27e-05,4.8
1243,figured,40590,6.259e-05,4.8
1244,track,40578,6.258e-05,4.8
1245,ringing,40518,6.248e-05,4.8
1246,lock,40462,6.24e-05,4.8
1247,leg,40449,6.238e-05,4.8
1248,above,40388,6.228e-05,4.79
1249,hiding,40387,6.228e-05,4.79
1250,steve,40377,6.227e-05,4.79
1251,seemed,40343,6.221e-05,4.79
1252,breakfast,40285,6.212e-05,4.79
1253,engine,40282,6.212e-05,4.79
1254,written,40246,6.206e-05,4.79
1255,complete,40210,6.201e-05,4.79
1256,video,40195,6.198e-05,4.79
1257,applause,40194,6.198e-05,4.79
1258,however,40098,6.183e-05,4.79
1259,pressure,40065,6.178e-05,4.79
1260,fresh,40049,6.176e-05,4.79
1261,weapon,40033,6.173e-05,4.79
1262,sky,39986,6.166e-05,4.79
1263,stole,39897,6.152e-05,4.79
1264,study,39882,6.15e-05,4.79
1265,burn,39874,6.149e-05,4.79
1266,reading,39869,6.148e-05,4.79
1267,crowd,39856,6.146e-05,4.79
1268,treat,39803,6.138e-05,4.79
1269,roll,39791,6.136e-05,4.79
1270,double,39770,6.133e-05,4.79
1271,spirit,39556,6.1e-05,4.79
1272,danger,39518,6.094e-05,4.78
1273,cost,39485,6.089e-05,4.78
1274,empty,39482,6.088e-05,4.78
1275,level,39476,6.088e-05,4.78
1276,memory,39331,6.065e-05,4.78
1277,itself,39330,6.065e-05,4.78
1278,acting,39326,6.064e-05,4.78
1279,interest,39252,6.053e-05,4.78
1280,nose,39194,6.044e-05,4.78
1281,plans,39142,6.036e-05,4.78
1282,following,39136,6.035e-05,4.78
1283,bathroom,39095,6.029e-05,4.78
1284,built,39041,6.02e-05,4.78
1285,closer,39022,6.018e-05,4.78
1286,ray,38995,6.013e-05,4.78
1287,sarah,38933,6.004e-05,4.78
1288,band,38918,6.002e-05,4.78
1289,groans,38867,5.994e-05,4.78
1290,apparently,38705,5.969e-05,4.78
1291,excited,38640,5.959e-05,4.78
1292,richard,38625,5.956e-05,4.77
1293,losing,38585,5.95e-05,4.77
1294,animals,38518,5.94e-05,4.77
1295,flight,38504,5.938e-05,4.77
1296,nature,38496,5.936e-05,4.77
1297,raise,38449,5.929e-05,4.77
1298,pop,38419,5.925e-05,4.77
1299,client,38407,5.923e-05,4.77
1300,bomb,38395,5.921e-05,4.77
1301,neck,38371,5.917e-05,4.77
1302,suspect,38365,5.916e-05,4.77
1303,warm,38355,5.915e-05,4.77
1304,extra,38335,5.912e-05,4.77
1305,bottle,38229,5.895e-05,4.77
1306,van,38223,5.894e-05,4.77
1307,heavy,38220,5.894e-05,4.77
1308,mommy,38167,5.886e-05,4.77
1309,dogs,38164,5.885e-05,4.77
1310,wild,38162,5.885e-05,4.77
1311,ridiculous,38121,5.879e-05,4.77
1312,simply,38100,5.875e-05,4.77
1313,lee,38047,5.867e-05,4.77
1314,animal,38036,5.866e-05,4.77
1315,showed,38007,5.861e-05,4.77
1316,billy,37951,5.852e-05,4.77
1317,shooting,37914,5.847e-05,4.77
1318,keeps,37914,5.847e-05,4.77
1319,camp,37907,5.846e-05,4.77
1320,guns,37893,5.843e-05,4.77
1321,medical,37844,5.836e-05,4.77
1322,shame,37793,5.828e-05,4.77
1323,hoping,37769,5.824e-05,4.77
1324,whom,37735,5.819e-05,4.76
1325,bird,37711,5.815e-05,4.76
1326,majesty,37699,5.814e-05,4.76
1327,flowers,37699,5.814e-05,4.76
1328,famous,37634,5.804e-05,4.76
1329,asleep,37535,5.788e-05,4.76
1330,beauty,37515,5.785e-05,4.76
1331,driver,37474,5.779e-05,4.76
1332,keys,37443,5.774e-05,4.76
1333,rain,37417,5.77e-05,4.76
1334,awful,37405,5.768e-05,4.76
1335,large,37373,5.763e-05,4.76
1336,local,37344,5.759e-05,4.76
1337,deserve,37283,5.749e-05,4.76
1338,goddamn,37270,5.747e-05,4.76
1339,stone,37203,5.737e-05,4.76
1340,jane,37198,5.736e-05,4.76
1341,grace,37180,5.733e-05,4.76
1342,consider,37165,5.731e-05,4.76
1343,weekend,37115,5.723e-05,4.76
1344,wondering,37023,5.709e-05,4.76
1345,lay,36984,5.703e-05,4.76
1346,plenty,36941,5.697e-05,4.76
1347,willing,36938,5.696e-05,4.76
1348,pants,36916,5.693e-05,4.76
1349,sweetheart,36907,5.691e-05,4.76
1350,skin,36861,5.684e-05,4.75
1351,excellent,36849,5.682e-05,4.75
1352,asshole,36844,5.682e-05,4.75
1353,beach,36841,5.681e-05,4.75
1354,faith,36815,5.677e-05,4.75
1355,beg,36807,5.676e-05,4.75
1356,fuckin,36802,5.675e-05,4.75
1357,responsible,36781,5.672e-05,4.75
1358,military,36733,5.665e-05,4.75
1359,cheering,36723,5.663e-05,4.75
1360,opportunity,36711,5.661e-05,4.75
1361,common,36698,5.659e-05,4.75
1362,bottom,36680,5.656e-05,4.75
1363,german,36610,5.646e-05,4.75
1364,whoever,36535,5.634e-05,4.75
1365,cook,36531,5.633e-05,4.75
1366,walked,36528,5.633e-05,4.75
1367,papers,36502,5.629e-05,4.75
1368,justice,36481,5.626e-05,4.75
1369,hall,36354,5.606e-05,4.75
1370,commander,36345,5.605e-05,4.75
1371,drug,36316,5.6e-05,4.75
1372,main,36292,5.597e-05,4.75
1373,knife,36197,5.582e-05,4.75
1374,devil,36189,5.581e-05,4.75
1375,necessary,36124,5.571e-05,4.75
1376,although,36046,5.559e-05,4.74
1377,princess,36046,5.559e-05,4.74
1378,lights,36039,5.558e-05,4.74
1379,flying,36023,5.555e-05,4.74
1380,dick,35996,5.551e-05,4.74
1381,rose,35942,5.543e-05,4.74
1382,knowing,35876,5.532e-05,4.74
1383,clearly,35837,5.526e-05,4.74
1384,hat,35828,5.525e-05,4.74
1385,agreed,35752,5.513e-05,4.74
1386,johnny,35735,5.511e-05,4.74
1387,corner,35734,5.511e-05,4.74
1388,code,35711,5.507e-05,4.74
1389,note,35701,5.505e-05,4.74
1390,tommy,35690,5.504e-05,4.74
1391,due,35669,5.5e-05,4.74
1392,correct,35595,5.489e-05,4.74
1393,apologize,35587,5.488e-05,4.74
