rank,word,frequency,zipf
7663,colombia,8.91e-06,3.95
7664,compassion,8.91e-06,3.95
7665,consumed,8.91e-06,3.95
7666,corrected,8.91e-06,3.95
7667,correction,8.91e-06,3.95
7668,cough,8.91e-06,3.95
7669,cousins,8.91e-06,3.95
7670,critic,8.91e-06,3.95
7671,czech,8.91e-06,3.95
7672,defenders,8.91e-06,3.95
7673,denying,8.91e-06,3.95
7674,depot,8.91e-06,3.95
7675,distress,8.91e-06,3.95
7676,documentation,8.91e-06,3.95
7677,doubts,8.91e-06,3.95
7678,dramatically,8.91e-06,3.95
7679,drank,8.91e-06,3.95
7680,dudes,8.91e-06,3.95
7681,eats,8.91e-06,3.95
7682,elegant,8.91e-06,3.95
7683,elevator,8.91e-06,3.95
7684,ellis,8.91e-06,3.95
7685,exchanges,8.91e-06,3.95
7686,excuses,8.91e-06,3.95
7687,execute,8.91e-06,3.95
7688,factories,8.91e-06,3.95
7689,feast,8.91e-06,3.95
7690,finland,8.91e-06,3.95
7691,frederick,8.91e-06,3.95
7692,friend's,8.91e-06,3.95
7693,frost,8.91e-06,3.95
7694,goin,8.91e-06,3.95
7695,herald,8.91e-06,3.95
7696,hike,8.91e-06,3.95
7697,hollow,8.91e-06,3.95
7698,homeland,8.91e-06,3.95
7699,how's,8.91e-06,3.95
7700,imported,8.91e-06,3.95
7701,ing,8.91e-06,3.95
7702,internationally,8.91e-06,3.95
7703,iraqi,8.91e-06,3.95
7704,itunes,8.91e-06,3.95
7705,kane,8.91e-06,3.95
7706,kissed,8.91e-06,3.95
7707,lame,8.91e-06,3.95
7708,licensing,8.91e-06,3.95
7709,lily,8.91e-06,3.95
7710,limiting,8.91e-06,3.95
7711,locker,8.91e-06,3.95
7712,mainland,8.91e-06,3.95
7713,marking,8.91e-06,3.95
7714,meditation,8.91e-06,3.95
7715,messenger,8.91e-06,3.95
7716,metals,8.91e-06,3.95
7717,missiles,8.91e-06,3.95
7718,munich,8.91e-06,3.95
7719,norwegian,8.91e-06,3.95
7720,pencil,8.91e-06,3.95
7721,philosophical,8.91e-06,3.95
7722,pierre,8.91e-06,3.95
7723,pipes,8.91e-06,3.95
7724,plasma,8.91e-06,3.95
7725,plea,8.91e-06,3.95
7726,punish,8.91e-06,3.95
7727,purse,8.91e-06,3.95
7728,quarterback,8.91e-06,3.95
7729,reagan,8.91e-06,3.95
7730,ref,8.91e-06,3.95
7731,relieved,8.91e-06,3.95
7732,replies,8.91e-06,3.95
7733,reservation,8.91e-06,3.95
7734,rhetoric,8.91e-06,3.95
7735,rivals,8.91e-06,3.95
7736,rushing,8.91e-06,3.95
7737,salvation,8.91e-06,3.95
7738,sanctions,8.91e-06,3.95
7739,secular,8.91e-06,3.95
7740,sensitivity,8.91e-06,3.95
7741,shane,8.91e-06,3.95
7742,sigh,8.91e-06,3.95
7743,sixteen,8.91e-06,3.95
7744,sovereign,8.91e-06,3.95
7745,specifications,8.91e-06,3.95
7746,spends,8.91e-06,3.95
7747,spouse,8.91e-06,3.95
7748,stat,8.91e-06,3.95
7749,supervisor,8.91e-06,3.95
7750,synthetic,8.91e-06,3.95
7751,teaches,8.91e-06,3.95
7752,tense,8.91e-06,3.95
7753,terrifying,8.91e-06,3.95
7754,toyota,8.91e-06,3.95
7755,tracked,8.91e-06,3.95
7756,traders,8.91e-06,3.95
7757,troy,8.91e-06,3.95
7758,varieties,8.91e-06,3.95
7759,vegan,8.91e-06,3.95
7760,waking,8.91e-06,3.95
7761,walmart,8.91e-06,3.95
7762,wang,8.91e-06,3.95
7763,wilderness,8.91e-06,3.95
7764,admits,8.71e-06,3.94
7765,adviser,8.71e-06,3.94
7766,aggregate,8.71e-06,3.94
7767,anal,8.71e-06,3.94
7768,anatomy,8.71e-06,3.94
7769,annie,8.71e-06,3.94
7770,announces,8.71e-06,3.94
7771,applicants,8.71e-06,3.94
7772,automobile,8.71e-06,3.94
7773,barnes,8.71e-06,3.94
7774,breasts,8.71e-06,3.94
7775,cement,8.71e-06,3.94
7776,chess,8.71e-06,3.94
7777,citing,8.71e-06,3.94
7778,colonies,8.71e-06,3.94
7779,composite,8.71e-06,3.94
7780,consequently,8.71e-06,3.94
7781,consist,8.71e-06,3.94
7782,councils,8.71e-06,3.94
7783,cox,8.71e-06,3.94
7784,curtis,8.71e-06,3.94
7785,decorated,8.71e-06,3.94
7786,delegates,8.71e-06,3.94
7787,dreaming,8.71e-06,3.94
7788,dull,8.71e-06,3.94
7789,enables,8.71e-06,3.94
7790,fare,8.71e-06,3.94
7791,fashioned,8.71e-06,3.94
7792,feared,8.71e-06,3.94
7793,float,8.71e-06,3.94
7794,generator,8.71e-06,3.94
7795,grind,8.71e-06,3.94
7796,grinding,8.71e-06,3.94
7797,grove,8.71e-06,3.94
7798,guessing,8.71e-06,3.94
7799,gum,8.71e-06,3.94
7800,hobby,8.71e-06,3.94
7801,hunters,8.71e-06,3.94
7802,idol,8.71e-06,3.94
7803,illusion,8.71e-06,3.94
7804,incorrect,8.71e-06,3.94
7805,jun,8.71e-06,3.94
7806,junction,8.71e-06,3.94
7807,lance,8.71e-06,3.94
7808,leap,8.71e-06,3.94
7809,locate,8.71e-06,3.94
7810,locks,8.71e-06,3.94
7811,lou,8.71e-06,3.94
7812,lynch,8.71e-06,3.94
7813,manages,8.71e-06,3.94
7814,masses,8.71e-06,3.94
7815,medicare,8.71e-06,3.94
7816,modeling,8.71e-06,3.94
7817,motive,8.71e-06,3.94
7818,nazis,8.71e-06,3.94
7819,neighbourhood,8.71e-06,3.94
7820,networking,8.71e-06,3.94
7821,newer,8.71e-06,3.94
7822,newton,8.71e-06,3.94
7823,oppose,8.71e-06,3.94
7824,optimal,8.71e-06,3.94
7825,other's,8.71e-06,3.94
7826,overtime,8.71e-06,3.94
7827,packs,8.71e-06,3.94
7828,permits,8.71e-06,3.94
7829,playstation,8.71e-06,3.94
7830,pops,8.71e-06,3.94
7831,postal,8.71e-06,3.94
7832,predictions,8.71e-06,3.94
7833,prep,8.71e-06,3.94
7834,president's,8.71e-06,3.94
7835,profound,8.71e-06,3.94
7836,prosecutor,8.71e-06,3.94
7837,rebellion,8.71e-06,3.94
7838,recipient,8.71e-06,3.94
7839,refund,8.71e-06,3.94
7840,remembering,8.71e-06,3.94
7841,rescued,8.71e-06,3.94
7842,risky,8.71e-06,3.94
7843,robust,8.71e-06,3.94
7844,scam,8.71e-06,3.94
7845,sci,8.71e-06,3.94
7846,sep,8.71e-06,3.94
7847,shareholders,8.71e-06,3.94
7848,sided,8.71e-06,3.94
7849,simulation,8.71e-06,3.94
7850,sober,8.71e-06,3.94
7851,spice,8.71e-06,3.94
7852,squeeze,8.71e-06,3.94
7853,storms,8.71e-06,3.94
7854,supervision,8.71e-06,3.94
7855,suspects,8.71e-06,3.94
7856,swap,8.71e-06,3.94
7857,swept,8.71e-06,3.94
7858,terrain,8.71e-06,3.94
7859,terrified,8.71e-06,3.94
7860,themed,8.71e-06,3.94
7861,threaten,8.71e-06,3.94
7862,thrilled,8.71e-06,3.94
7863,towel,8.71e-06,3.94
7864,trio,8.71e-06,3.94
7865,tubes,8.71e-06,3.94
7866,unconscious,8.71e-06,3.94
7867,und,8.71e-06,3.94
7868,varies,8.71e-06,3.94
7869,vegetable,8.71e-06,3.94
7870,verified,8.71e-06,3.94
7871,vibe,8.71e-06,3.94
7872,virtue,8.71e-06,3.94
7873,wifi,8.71e-06,3.94
7874,wishing,8.71e-06,3.94
7875,workforce,8.71e-06,3.94
7876,zombie,8.71e-06,3.94
7877,acre,8.51e-06,3.93
7878,airports,8.51e-06,3.93
7879,alot,8.51e-06,3.93
7880,amen,8.51e-06,3.93
7881,andrews,8.51e-06,3.93
7882,arise,8.51e-06,3.93
7883,ashes,8.51e-06,3.93
7884,automotive,8.51e-06,3.93
7885,battlefield,8.51e-06,3.93
7886,begging,8.51e-06,3.93
7887,berkeley,8.51e-06,3.93
7888,bloom,8.51e-06,3.93
7889,bore,8.51e-06,3.93
7890,bundle,8.51e-06,3.93
7891,butterfly,8.51e-06,3.93
7892,buys,8.51e-06,3.93
7893,casualties,8.51e-06,3.93
7894,catches,8.51e-06,3.93
7895,chad,8.51e-06,3.93
7896,clown,8.51e-06,3.93
7897,committees,8.51e-06,3.93
7898,conjunction,8.51e-06,3.93
7899,costly,8.51e-06,3.93
7900,cows,8.51e-06,3.93
7901,cries,8.51e-06,3.93
7902,cuban,8.51e-06,3.93
7903,cycles,8.51e-06,3.93
7904,darker,8.51e-06,3.93
7905,davies,8.51e-06,3.93
7906,descent,8.51e-06,3.93
7907,desktop,8.51e-06,3.93
7908,dial,8.51e-06,3.93
7909,directory,8.51e-06,3.93
7910,disabilities,8.51e-06,3.93
7911,discharge,8.51e-06,3.93
7912,discusses,8.51e-06,3.93
7913,dodge,8.51e-06,3.93
7914,downs,8.51e-06,3.93
7915,drilling,8.51e-06,3.93
7916,drums,8.51e-06,3.93
7917,elimination,8.51e-06,3.93
7918,enjoys,8.51e-06,3.93
7919,es,8.51e-06,3.93
7920,espn,8.51e-06,3.93
7921,ginger,8.51e-06,3.93
7922,governors,8.51e-06,3.93
7923,guild,8.51e-06,3.93
7924,halt,8.51e-06,3.93
7925,han,8.51e-06,3.93
7926,henderson,8.51e-06,3.93
7927,ibm,8.51e-06,3.93
7928,imaging,8.51e-06,3.93
7929,implied,8.51e-06,3.93
7930,impress,8.51e-06,3.93
7931,inability,8.51e-06,3.93
7932,incoming,8.51e-06,3.93
7933,isaac,8.51e-06,3.93
7934,jar,8.51e-06,3.93
7935,kay,8.51e-06,3.93
7936,lb,8.51e-06,3.93
7937,leicester,8.51e-06,3.93
7938,liam,8.51e-06,3.93
7939,litigation,8.51e-06,3.93
7940,mentor,8.51e-06,3.93
7941,merchandise,8.51e-06,3.93
7942,minerals,8.51e-06,3.93
7943,miners,8.51e-06,3.93
7944,monk,8.51e-06,3.93
7945,neighborhoods,8.51e-06,3.93
7946,ni,8.51e-06,3.93
7947,noah,8.51e-06,3.93
7948,norm,8.51e-06,3.93
7949,obtaining,8.51e-06,3.93
7950,occupy,8.51e-06,3.93
7951,offended,8.51e-06,3.93
7952,orthodox,8.51e-06,3.93
7953,overhead,8.51e-06,3.93
7954,pac,8.51e-06,3.93
7955,painter,8.51e-06,3.93
7956,party's,8.51e-06,3.93
7957,perth,8.51e-06,3.93
7958,pierce,8.51e-06,3.93
7959,pistol,8.51e-06,3.93
7960,printer,8.51e-06,3.93
7961,prone,8.51e-06,3.93
7962,raiders,8.51e-06,3.93
7963,readily,8.51e-06,3.93
7964,reflecting,8.51e-06,3.93
7965,regiment,8.51e-06,3.93
7966,remembers,8.51e-06,3.93
7967,reunion,8.51e-06,3.93
7968,revival,8.51e-06,3.93
7969,sanctuary,8.51e-06,3.93
7970,satan,8.51e-06,3.93
7971,satisfying,8.51e-06,3.93
7972,seas,8.51e-06,3.93
7973,securing,8.51e-06,3.93
7974,sensors,8.51e-06,3.93
7975,seoul,8.51e-06,3.93
7976,shells,8.51e-06,3.93
7977,siege,8.51e-06,3.93
7978,sixty,8.51e-06,3.93
7979,sleeve,8.51e-06,3.93
7980,sonic,8.51e-06,3.93
7981,soundtrack,8.51e-06,3.93
7982,speeches,8.51e-06,3.93
7983,spine,8.51e-06,3.93
7984,steering,8.51e-06,3.93
7985,substances,8.51e-06,3.93
7986,sullivan,8.51e-06,3.93
7987,sustain,8.51e-06,3.93
7988,tenure,8.51e-06,3.93
7989,texture,8.51e-06,3.93
7990,thankful,8.51e-06,3.93
7991,translate,8.51e-06,3.93
7992,treasurer,8.51e-06,3.93
7993,triangle,8.51e-06,3.93
7994,unclear,8.51e-06,3.93
7995,upgraded,8.51e-06,3.93
7996,venezuela,8.51e-06,3.93
7997,venice,8.51e-06,3.93
7998,vladimir,8.51e-06,3.93
7999,wizard,8.51e-06,3.93
8000,yankees,8.51e-06,3.93
8001,absorbed,8.32e-06,3.92
8002,admin,8.32e-06,3.92
8003,affection,8.32e-06,3.92
8004,airplane,8.32e-06,3.92
8005,altitude,8.32e-06,3.92
8006,athens,8.32e-06,3.92
8007,attributes,8.32e-06,3.92
8008,baked,8.32e-06,3.92
8009,baking,8.32e-06,3.92
8010,beautifully,8.32e-06,3.92
8011,betty,8.32e-06,3.92
8012,biblical,8.32e-06,3.92
8013,bmw,8.32e-06,3.92
8014,boo,8.32e-06,3.92
8015,cardiff,8.32e-06,3.92
8016,collapsed,8.32e-06,3.92
8017,coloured,8.32e-06,3.92
8018,competent,8.32e-06,3.92
8019,countryside,8.32e-06,3.92
8020,cracking,8.32e-06,3.92
8021,crane,8.32e-06,3.92
8022,debris,8.32e-06,3.92
8023,delegation,8.32e-06,3.92
8024,demographic,8.32e-06,3.92
8025,descriptions,8.32e-06,3.92
8026,donor,8.32e-06,3.92
8027,easiest,8.32e-06,3.92
8028,educate,8.32e-06,3.92
8029,enabling,8.32e-06,3.92
8030,enrolled,8.32e-06,3.92
8031,enrollment,8.32e-06,3.92
8032,essex,8.32e-06,3.92
8033,exceed,8.32e-06,3.92
8034,excluding,8.32e-06,3.92
8035,expressions,8.32e-06,3.92
8036,fierce,8.32e-06,3.92
8037,forgetting,8.32e-06,3.92
8038,gabriel,8.32e-06,3.92
8039,garlic,8.32e-06,3.92
8040,gaza,8.32e-06,3.92
8041,gratitude,8.32e-06,3.92
8042,hail,8.32e-06,3.92
8043,heroin,8.32e-06,3.92
8044,honda,8.32e-06,3.92
8045,hooked,8.32e-06,3.92
8046,illustration,8.32e-06,3.92
8047,impose,8.32e-06,3.92
8048,indicator,8.32e-06,3.92
8049,inequality,8.32e-06,3.92
8050,ins,8.32e-06,3.92
8051,interpreted,8.32e-06,3.92
8052,jamaica,8.32e-06,3.92
8053,joey,8.32e-06,3.92
8054,joshua,8.32e-06,3.92
8055,journals,8.32e-06,3.92
8056,leisure,8.32e-06,3.92
8057,lend,8.32e-06,3.92
8058,lengths,8.32e-06,3.92
8059,leon,8.32e-06,3.92
8060,lounge,8.32e-06,3.92
8061,luckily,8.32e-06,3.92
8062,manuscript,8.32e-06,3.92
8063,marco,8.32e-06,3.92
8064,marines,8.32e-06,3.92
8065,mint,8.32e-06,3.92
8066,molecules,8.32e-06,3.92
8067,montgomery,8.32e-06,3.92
8068,notification,8.32e-06,3.92
8069,nova,8.32e-06,3.92
8070,oakland,8.32e-06,3.92
8071,outline,8.32e-06,3.92
8072,pasta,8.32e-06,3.92
8073,pi,8.32e-06,3.92
8074,polite,8.32e-06,3.92
8075,productions,8.32e-06,3.92
8076,professors,8.32e-06,3.92
8077,quicker,8.32e-06,3.92
8078,randy,8.32e-06,3.92
8079,receipt,8.32e-06,3.92
8080,recognise,8.32e-06,3.92
8081,reliability,8.32e-06,3.92
8082,researcher,8.32e-06,3.92
8083,retailers,8.32e-06,3.92
8084,reviewing,8.32e-06,3.92
8085,romans,8.32e-06,3.92
8086,runway,8.32e-06,3.92
8087,sculpture,8.32e-06,3.92
8088,senses,8.32e-06,3.92
8089,sensor,8.32e-06,3.92
8090,seth,8.32e-06,3.92
8091,sharon,8.32e-06,3.92
8092,showcase,8.32e-06,3.92
8093,smoked,8.32e-06,3.92
8094,su,8.32e-06,3.92
8095,subsidiary,8.32e-06,3.92
8096,tampa,8.32e-06,3.92
8097,tenth,8.32e-06,3.92
8098,theology,8.32e-06,3.92
8099,topped,8.32e-06,3.92
8100,trails,8.32e-06,3.92
8101,underwater,8.32e-06,3.92
8102,uploaded,8.32e-06,3.92
8103,velocity,8.32e-06,3.92
8104,venues,8.32e-06,3.92
8105,wax,8.32e-06,3.92
8106,wikipedia,8.32e-06,3.92
8107,winston,8.32e-06,3.92
8108,yay,8.32e-06,3.92
8109,yu,8.32e-06,3.92
8110,♫,8.32e-06,3.92
8111,accountability,8.13e-06,3.91
8112,aerial,8.13e-06,3.91
8113,albeit,8.13e-06,3.91
8114,alcoholic,8.13e-06,3.91
8115,amazed,8.13e-06,3.91
8116,ambition,8.13e-06,3.91
8117,ammunition,8.13e-06,3.91
8118,anthem,8.13e-06,3.91
8119,architects,8.13e-06,3.91
8120,automated,8.13e-06,3.91
8121,bake,8.13e-06,3.91
8122,batch,8.13e-06,3.91
8123,borrowed,8.13e-06,3.91
8124,carson,8.13e-06,3.91
8125,catalog,8.13e-06,3.91
8126,catalogue,8.13e-06,3.91
8127,charitable,8.13e-06,3.91
8128,christine,8.13e-06,3.91
8129,clicking,8.13e-06,3.91
8130,club's,8.13e-06,3.91
8131,collector,8.13e-06,3.91
8132,compliment,8.13e-06,3.91
8133,consisted,8.13e-06,3.91
8134,continually,8.13e-06,3.91
8135,coordinator,8.13e-06,3.91
8136,damaging,8.13e-06,3.91
8137,danish,8.13e-06,3.91
8138,def,8.13e-06,3.91
8139,deployment,8.13e-06,3.91
8140,drafted,8.13e-06,3.91
8141,enjoyable,8.13e-06,3.91
8142,exotic,8.13e-06,3.91
8143,exterior,8.13e-06,3.91
8144,feminine,8.13e-06,3.91
8145,firearms,8.13e-06,3.91
8146,fountain,8.13e-06,3.91
8147,fury,8.13e-06,3.91
8148,gb,8.13e-06,3.91
8149,genocide,8.13e-06,3.91
8150,glance,8.13e-06,3.91
8151,glow,8.13e-06,3.91
8152,hay,8.13e-06,3.91
8153,headlines,8.13e-06,3.91
8154,hebrew,8.13e-06,3.91
8155,hometown,8.13e-06,3.91
8156,humanitarian,8.13e-06,3.91
8157,hungary,8.13e-06,3.91
8158,idaho,8.13e-06,3.91
8159,immunity,8.13e-06,3.91
8160,implementing,8.13e-06,3.91
8161,inherited,8.13e-06,3.91
8162,killers,8.13e-06,3.91
8163,l.a,8.13e-06,3.91
8164,labeled,8.13e-06,3.91
8165,lebron,8.13e-06,3.91
8166,liberation,8.13e-06,3.91
8167,likelihood,8.13e-06,3.91
8168,lone,8.13e-06,3.91
8169,massacre,8.13e-06,3.91
8170,meme,8.13e-06,3.91
8171,mitch,8.13e-06,3.91
8172,mod,8.13e-06,3.91
8173,nationalist,8.13e-06,3.91
8174,nationals,8.13e-06,3.91
8175,necessity,8.13e-06,3.91
8176,nickname,8.13e-06,3.91
8177,nixon,8.13e-06,3.91
8178,observer,8.13e-06,3.91
8179,offshore,8.13e-06,3.91
8180,optional,8.13e-06,3.91
8181,papa,8.13e-06,3.91
8182,parked,8.13e-06,3.91
8183,paste,8.13e-06,3.91
8184,ph.d,8.13e-06,3.91
8185,pioneer,8.13e-06,3.91
8186,plaza,8.13e-06,3.91
8187,prescribed,8.13e-06,3.91
8188,pressures,8.13e-06,3.91
8189,prosperity,8.13e-06,3.91
8190,ps4,8.13e-06,3.91
8191,recreational,8.13e-06,3.91
8192,reds,8.13e-06,3.91
8193,refuge,8.13e-06,3.91
8194,religions,8.13e-06,3.91
8195,renewable,8.13e-06,3.91
8196,richardson,8.13e-06,3.91
8197,ricky,8.13e-06,3.91
8198,rode,8.13e-06,3.91
8199,ronald,8.13e-06,3.91
8200,sack,8.13e-06,3.91
8201,settlements,8.13e-06,3.91
8202,sheffield,8.13e-06,3.91
8203,shortage,8.13e-06,3.91
8204,skies,8.13e-06,3.91
8205,smarter,8.13e-06,3.91
8206,smiles,8.13e-06,3.91
8207,sophie,8.13e-06,3.91
8208,sphere,8.13e-06,3.91
8209,sponsors,8.13e-06,3.91
8210,stamps,8.13e-06,3.91
8211,stare,8.13e-06,3.91
8212,suburban,8.13e-06,3.91
8213,sung,8.13e-06,3.91
8214,suppliers,8.13e-06,3.91
8215,tablets,8.13e-06,3.91
8216,terribly,8.13e-06,3.91
8217,territorial,8.13e-06,3.91
8218,thirds,8.13e-06,3.91
8219,thriller,8.13e-06,3.91
8220,toss,8.13e-06,3.91
8221,transgender,8.13e-06,3.91
8222,troubled,8.13e-06,3.91
8223,turtle,8.13e-06,3.91
8224,ur,8.13e-06,3.91
8225,verbal,8.13e-06,3.91
8226,violated,8.13e-06,3.91
8227,vocals,8.13e-06,3.91
8228,wool,8.13e-06,3.91
8229,yang,8.13e-06,3.91
8230,accountable,7.94e-06,3.9
8231,advocacy,7.94e-06,3.9
8232,aftermath,7.94e-06,3.9
8233,aggression,7.94e-06,3.9
8234,analyzed,7.94e-06,3.9
8235,angles,7.94e-06,3.9
8236,arguably,7.94e-06,3.9
8237,armies,7.94e-06,3.9
8238,armstrong,7.94e-06,3.9
8239,assessed,7.94e-06,3.9
8240,attractions,7.94e-06,3.9
8241,balloon,7.94e-06,3.9
8242,beers,7.94e-06,3.9
8243,bells,7.94e-06,3.9
8244,blamed,7.94e-06,3.9
8245,blunt,7.94e-06,3.9
8246,boobs,7.94e-06,3.9
8247,bosses,7.94e-06,3.9
8248,brakes,7.94e-06,3.9
8249,brigade,7.94e-06,3.9
8250,bulgaria,7.94e-06,3.9
8251,burial,7.94e-06,3.9
8252,canceled,7.94e-06,3.9
8253,cardinal,7.94e-06,3.9
8254,champ,7.94e-06,3.9
8255,champagne,7.94e-06,3.9
8256,cheated,7.94e-06,3.9
8257,china's,7.94e-06,3.9
8258,chorus,7.94e-06,3.9
8259,chrome,7.94e-06,3.9
8260,clarity,7.94e-06,3.9
8261,classics,7.94e-06,3.9
8262,cleaner,7.94e-06,3.9
8263,combining,7.94e-06,3.9
8264,conclude,7.94e-06,3.9
8265,confidential,7.94e-06,3.9
8266,coordination,7.94e-06,3.9
8267,cracks,7.94e-06,3.9
8268,cs,7.94e-06,3.9
8269,dancers,7.94e-06,3.9
8270,delaware,7.94e-06,3.9
8271,directing,7.94e-06,3.9
8272,discretion,7.94e-06,3.9
8273,ditch,7.94e-06,3.9
8274,dome,7.94e-06,3.9
8275,dope,7.94e-06,3.9
8276,drought,7.94e-06,3.9
8277,ducks,7.94e-06,3.9
8278,dumped,7.94e-06,3.9
8279,elevation,7.94e-06,3.9
8280,entrepreneurs,7.94e-06,3.9
8281,epa,7.94e-06,3.9
8282,esteem,7.94e-06,3.9
8283,eva,7.94e-06,3.9
8284,explored,7.94e-06,3.9
8285,fe,7.94e-06,3.9
8286,finances,7.94e-06,3.9
8287,finishes,7.94e-06,3.9
8288,fog,7.94e-06,3.9
8289,framed,7.94e-06,3.9
8290,fucks,7.94e-06,3.9
8291,gesture,7.94e-06,3.9
8292,ghana,7.94e-06,3.9
8293,gibson,7.94e-06,3.9
8294,gif,7.94e-06,3.9
8295,gilbert,7.94e-06,3.9
8296,gosh,7.94e-06,3.9
8297,griffin,7.94e-06,3.9
8298,historian,7.94e-06,3.9
8299,horizontal,7.94e-06,3.9
8300,hospitality,7.94e-06,3.9
8301,hostage,7.94e-06,3.9
8302,hottest,7.94e-06,3.9
8303,individually,7.94e-06,3.9
8304,inevitably,7.94e-06,3.9
8305,jeffrey,7.94e-06,3.9
8306,kenneth,7.94e-06,3.9
8307,lad,7.94e-06,3.9
8308,lakers,7.94e-06,3.9
8309,lasts,7.94e-06,3.9
8310,leagues,7.94e-06,3.9
8311,leslie,7.94e-06,3.9
8312,listings,7.94e-06,3.9
8313,literacy,7.94e-06,3.9
8314,marriages,7.94e-06,3.9
8315,mcdonald's,7.94e-06,3.9
8316,migrants,7.94e-06,3.9
8317,mins,7.94e-06,3.9
8318,misleading,7.94e-06,3.9
8319,moisture,7.94e-06,3.9
8320,monument,7.94e-06,3.9
8321,mortality,7.94e-06,3.9
8322,ng,7.94e-06,3.9
8323,notices,7.94e-06,3.9
8324,obsession,7.94e-06,3.9
8325,opt,7.94e-06,3.9
8326,particle,7.94e-06,3.9
8327,peanut,7.94e-06,3.9
8328,penn,7.94e-06,3.9
8329,persistent,7.94e-06,3.9
8330,personalities,7.94e-06,3.9
8331,petroleum,7.94e-06,3.9
8332,pharmaceutical,7.94e-06,3.9
8333,progression,7.94e-06,3.9
8334,quinn,7.94e-06,3.9
8335,ra,7.94e-06,3.9
8336,rack,7.94e-06,3.9
8337,rebuild,7.94e-06,3.9
8338,recordings,7.94e-06,3.9
8339,rejection,7.94e-06,3.9
8340,relaxing,7.94e-06,3.9
8341,reservoir,7.94e-06,3.9
8342,respects,7.94e-06,3.9
8343,riley,7.94e-06,3.9
8344,scrap,7.94e-06,3.9
8345,sebastian,7.94e-06,3.9
8346,sensation,7.94e-06,3.9
8347,shaft,7.94e-06,3.9
8348,shepherd,7.94e-06,3.9
8349,shuttle,7.94e-06,3.9
8350,slope,7.94e-06,3.9
8351,snack,7.94e-06,3.9
8352,sounding,7.94e-06,3.9
8353,specialists,7.94e-06,3.9
8354,spotlight,7.94e-06,3.9
8355,stabbed,7.94e-06,3.9
8356,stern,7.94e-06,3.9
8357,stiff,7.94e-06,3.9
8358,striker,7.94e-06,3.9
8359,sudan,7.94e-06,3.9
8360,sued,7.94e-06,3.9
8361,sums,7.94e-06,3.9
8362,sworn,7.94e-06,3.9
8363,tel,7.94e-06,3.9
8364,terrific,7.94e-06,3.9
8365,theres,7.94e-06,3.9
8366,titans,7.94e-06,3.9
8367,tomatoes,7.94e-06,3.9
8368,tory,7.94e-06,3.9
8369,trafficking,7.94e-06,3.9
8370,transparency,7.94e-06,3.9
8371,trinity,7.94e-06,3.9
8372,unemployed,7.94e-06,3.9
8373,unite,7.94e-06,3.9
8374,unlock,7.94e-06,3.9
8375,vault,7.94e-06,3.9
8376,vet,7.94e-06,3.9
8377,vince,7.94e-06,3.9
8378,wagon,7.94e-06,3.9
8379,walt,7.94e-06,3.9
8380,withdrawn,7.94e-06,3.9
8381,accessed,7.76e-06,3.89
8382,adverse,7.76e-06,3.89
8383,aiming,7.76e-06,3.89
8384,allah,7.76e-06,3.89
8385,alumni,7.76e-06,3.89
8386,ana,7.76e-06,3.89
8387,awhile,7.76e-06,3.89
8388,aye,7.76e-06,3.89
8389,bastard,7.76e-06,3.89
8390,behaviors,7.76e-06,3.89
8391,bikes,7.76e-06,3.89
8392,biography,7.76e-06,3.89
8393,br,7.76e-06,3.89
8394,broker,7.76e-06,3.89
8395,browser,7.76e-06,3.89
8396,bury,7.76e-06,3.89
8397,cellular,7.76e-06,3.89
8398,cocktail,7.76e-06,3.89
8399,cod,7.76e-06,3.89
8400,conditioning,7.76e-06,3.89
8401,consuming,7.76e-06,3.89
8402,contracted,7.76e-06,3.89
8403,costumes,7.76e-06,3.89
8404,counseling,7.76e-06,3.89
8405,crews,7.76e-06,3.89
8406,cubs,7.76e-06,3.89
8407,cuz,7.76e-06,3.89
8408,dangers,7.76e-06,3.89
8409,designing,7.76e-06,3.89
8410,destructive,7.76e-06,3.89
8411,develops,7.76e-06,3.89
8412,dislike,7.76e-06,3.89
8413,doubled,7.76e-06,3.89
8414,doubles,7.76e-06,3.89
8415,economies,7.76e-06,3.89
8416,embedded,7.76e-06,3.89
8417,emerge,7.76e-06,3.89
8418,excluded,7.76e-06,3.89
8419,expects,7.76e-06,3.89
8420,f1,7.76e-06,3.89
8421,farewell,7.76e-06,3.89
8422,feeds,7.76e-06,3.89
8423,fist,7.76e-06,3.89
8424,fond,7.76e-06,3.89
8425,foolish,7.76e-06,3.89
8426,frog,7.76e-06,3.89
8427,fry,7.76e-06,3.89
8428,garcia,7.76e-06,3.89
8429,gifted,7.76e-06,3.89
8430,hacking,7.76e-06,3.89
8431,hawks,7.76e-06,3.89
8432,heir,7.76e-06,3.89
8433,highlighted,7.76e-06,3.89
8434,holocaust,7.76e-06,3.89
8435,homer,7.76e-06,3.89
8436,hon,7.76e-06,3.89
8437,hopkins,7.76e-06,3.89
8438,imprisonment,7.76e-06,3.89
8439,indonesian,7.76e-06,3.89
8440,irs,7.76e-06,3.89
8441,isnt,7.76e-06,3.89
8442,jenny,7.76e-06,3.89
8443,ji,7.76e-06,3.89
8444,lacks,7.76e-06,3.89
8445,landlord,7.76e-06,3.89
8446,landmark,7.76e-06,3.89
8447,lanka,7.76e-06,3.89
8448,launches,7.76e-06,3.89
8449,leaning,7.76e-06,3.89
