rank,word,pos,cefr,frequency,zipf
2099,bread,noun,A1,3.16e-05,4.5
2100,burning,adjective,B1,3.16e-05,4.5
2101,contain,verb,B1,3.16e-05,4.5
2102,convention,noun,B2,3.16e-05,4.5
2103,dancing,noun,A1,3.16e-05,4.5
2104,document,noun,B1,3.16e-05,4.5
2105,employee,noun,B2,3.16e-05,4.5
2106,engineer,noun,A1,3.16e-05,4.5
2107,fairly,adverb,A2,3.16e-05,4.5
2108,gang,noun,B2,3.16e-05,4.5
2109,graduate,"noun, verb",A2,3.16e-05,4.5
2110,hanging,adjective,B1,3.16e-05,4.5
2111,inner,adjective,A2,3.16e-05,4.5
2112,lift,"noun, verb",B1,3.16e-05,4.5
2113,marked,adjective,B1,3.16e-05,4.5
2114,monthly,"adjective, adverb",B1,3.16e-05,4.5
2115,operate,verb,A2,3.16e-05,4.5
2116,outstanding,adjective,B1,3.16e-05,4.5
2117,permission,noun,A2,3.16e-05,4.5
2118,reply,"noun, verb",B1,3.16e-05,4.5
2119,rid,verb,B1,3.16e-05,4.5
2120,shoulder,noun,A1,3.16e-05,4.5
2121,shower,"noun, verb",B2,3.16e-05,4.5
2122,tower,noun,A1,3.16e-05,4.5
2123,tradition,noun,A2,3.16e-05,4.5
2124,visual,adjective,B1,3.16e-05,4.5
2125,wheel,noun,A1,3.16e-05,4.5
2126,program/programme,"noun, verb",B1,3.1e-05,4.49
2127,shop assistant,noun,A2,3.1e-05,4.49
2128,appointment,noun,A2,3.09e-05,4.49
2129,barely,adverb,B1,3.09e-05,4.49
2130,bush,noun,A2,3.09e-05,4.49
2131,cabinet,noun,B2,3.09e-05,4.49
2132,celebrate,verb,A1,3.09e-05,4.49
2133,chocolate,noun,A1,3.09e-05,4.49
2134,coal,noun,B1,3.09e-05,4.49
2135,contemporary,adjective,B2,3.09e-05,4.49
2136,criticism,noun,B2,3.09e-05,4.49
2137,dna,noun,B2,3.09e-05,4.49
2138,effectively,adverb,B2,3.09e-05,4.49
2139,extensive,adjective,B2,3.09e-05,4.49
2140,formation,noun,B2,3.09e-05,4.49
2141,gallery,noun,A2,3.09e-05,4.49
2142,highway,noun,A2,3.09e-05,4.49
2143,historic,adjective,B1,3.09e-05,4.49
2144,hunt,"noun, verb",B1,3.09e-05,4.49
2145,improvement,noun,B1,3.09e-05,4.49
2146,inch,"noun, verb",B2,3.09e-05,4.49
2147,initially,adverb,B1,3.09e-05,4.49
2148,junior,adjective,A2,3.09e-05,4.49
2149,jury,noun,B2,3.09e-05,4.49
2150,monster,noun,B1,3.09e-05,4.49
2151,olympic,adjective,A2,3.09e-05,4.49
2152,philosophy,noun,B1,3.09e-05,4.49
2153,pride,noun,A2,3.09e-05,4.49
2154,repeat,verb,A1,3.09e-05,4.49
2155,rough,adjective,B1,3.09e-05,4.49
2156,settlement,noun,B1,3.09e-05,4.49
2157,smell,"noun, verb",B1,3.09e-05,4.49
2158,speaker,noun,A2,3.09e-05,4.49
2159,surrounding,adjective,B1,3.09e-05,4.49
2160,tone,noun,A2,3.09e-05,4.49
2161,topic,noun,A1,3.09e-05,4.49
2162,universal,adjective,B2,3.09e-05,4.49
2163,vast,adjective,B1,3.09e-05,4.49
2164,consistent,adjective,B2,3.02e-05,4.48
2165,earn,verb,A2,3.02e-05,4.48
2166,finger,noun,B1,3.02e-05,4.48
2167,guitar,noun,A1,3.02e-05,4.48
2168,ignore,verb,B1,3.02e-05,4.48
2169,meal,noun,A1,3.02e-05,4.48
2170,meanwhile,adverb,B1,3.02e-05,4.48
2171,naturally,adverb,B1,3.02e-05,4.48
2172,necessarily,adverb,B2,3.02e-05,4.48
2173,pants,noun,A1,3.02e-05,4.48
2174,partnership,noun,B2,3.02e-05,4.48
2175,percentage,noun,B2,3.02e-05,4.48
2176,pocket,noun,A1,3.02e-05,4.48
2177,practical,adjective,B1,3.02e-05,4.48
2178,primarily,adverb,B1,3.02e-05,4.48
2179,rape,"noun, verb",B2,3.02e-05,4.48
2180,regardless,adverb,B2,3.02e-05,4.48
2181,relative,"adjective, noun",B1,3.02e-05,4.48
2182,rescue,"noun, verb",B1,3.02e-05,4.48
2183,rush,"noun, verb",B1,3.02e-05,4.48
2184,sharp,"adjective, adverb",B2,3.02e-05,4.48
2185,soccer,noun,A1,3.02e-05,4.48
2186,stable,adjective,B1,3.02e-05,4.48
2187,temporary,adjective,B1,3.02e-05,4.48
2188,trick,"noun, verb",B2,3.02e-05,4.48
2189,soft drink,noun,A2,2.99e-05,4.48
2190,id card,noun,A2,2.97e-05,4.47
2191,audio,adjective,A2,2.95e-05,4.47
2192,bone,noun,A1,2.95e-05,4.47
2193,chart,noun,A2,2.95e-05,4.47
2194,circuit,noun,B2,2.95e-05,4.47
2195,clothing,noun,B2,2.95e-05,4.47
2196,complicated,adjective,B1,2.95e-05,4.47
2197,confused,adjective,A2,2.95e-05,4.47
2198,defend,verb,B1,2.95e-05,4.47
2199,divided,adjective,B2,2.95e-05,4.47
2200,everyday,adjective,A1,2.95e-05,4.47
2201,extent,noun,B1,2.95e-05,4.47
2202,fishing,noun,A1,2.95e-05,4.47
2203,format,"noun, verb",B1,2.95e-05,4.47
2204,gap,noun,B1,2.95e-05,4.47
2205,gate,noun,A2,2.95e-05,4.47
2206,harm,"noun, verb",A2,2.95e-05,4.47
2207,household,noun,B1,2.95e-05,4.47
2208,immigration,noun,B1,2.95e-05,4.47
2209,impressive,adjective,B1,2.95e-05,4.47
2210,killer,noun,A2,2.95e-05,4.47
2211,lesson,noun,A1,2.95e-05,4.47
2212,membership,noun,B1,2.95e-05,4.47
2213,mirror,noun,A2,2.95e-05,4.47
2214,mount,"noun, verb",B2,2.95e-05,4.47
2215,occur,verb,B1,2.95e-05,4.47
2216,parking,noun,B1,2.95e-05,4.47
2217,proposal,noun,B1,2.95e-05,4.47
2218,province,noun,B2,2.95e-05,4.47
2219,recognition,noun,B2,2.95e-05,4.47
2220,reputation,noun,B1,2.95e-05,4.47
2221,rolling,adjective,B1,2.95e-05,4.47
2222,shortly,adverb,B1,2.95e-05,4.47
2223,strongly,adverb,A2,2.95e-05,4.47
2224,technique,noun,B1,2.95e-05,4.47
2225,thin,adjective,A1,2.95e-05,4.47
2226,ice cream,noun,A1,2.94e-05,4.47
2227,navy blue,adjective,B1,2.91e-05,4.46
2228,adventure,noun,A2,2.88e-05,4.46
2229,argue,verb,A2,2.88e-05,4.46
2230,assessment,noun,B2,2.88e-05,4.46
2231,atmosphere,noun,B1,2.88e-05,4.46
2232,awful,adjective,A2,2.88e-05,4.46
2233,bedroom,noun,A1,2.88e-05,4.46
2234,belief,noun,B1,2.88e-05,4.46
2235,bound,adjective,B1,2.88e-05,4.46
2236,carefully,adverb,A1,2.88e-05,4.46
2237,cloud,noun,A1,2.88e-05,4.46
2238,contrast,noun,A2,2.88e-05,4.46
2239,egg,noun,A1,2.88e-05,4.46
2240,element,noun,B1,2.88e-05,4.46
2241,elsewhere,adverb,A2,2.88e-05,4.46
2242,establish,verb,A2,2.88e-05,4.46
2243,extension,noun,B2,2.88e-05,4.46
2244,gear,noun,B2,2.88e-05,4.46
2245,hip,noun,B1,2.88e-05,4.46
2246,loose,adjective,A2,2.88e-05,4.46
2247,moral,"adjective, noun",B1,2.88e-05,4.46
2248,offensive,adjective,B1,2.88e-05,4.46
2249,pa,noun,B2,2.88e-05,4.46
2250,package,noun,B1,2.88e-05,4.46
2251,poverty,noun,B1,2.88e-05,4.46
2252,qualified,adjective,B1,2.88e-05,4.46
2253,railway,noun,B1,2.88e-05,4.46
2254,ridiculous,adjective,B1,2.88e-05,4.46
2255,sensitive,adjective,B2,2.88e-05,4.46
2256,server,noun,B1,2.88e-05,4.46
2257,shock,"noun, verb",B2,2.88e-05,4.46
2258,silence,noun,A2,2.88e-05,4.46
2259,soldier,noun,A2,2.88e-05,4.46
2260,superior,adjective,B1,2.88e-05,4.46
2261,thick,adjective,A1,2.88e-05,4.46
2262,transition,noun,B2,2.88e-05,4.46
2263,violent,adjective,A2,2.88e-05,4.46
2264,wash,"noun, verb",A1,2.88e-05,4.46
2265,non-smoking,adjective,B2,2.83e-05,4.45
2266,acid,noun,B2,2.82e-05,4.45
2267,actress,noun,B1,2.82e-05,4.45
2268,administrative,adjective,B2,2.82e-05,4.45
2269,alongside,preposition,B2,2.82e-05,4.45
2270,angel,noun,A2,2.82e-05,4.45
2271,anxiety,noun,B1,2.82e-05,4.45
2272,bonus,noun,A2,2.82e-05,4.45
2273,castle,noun,A2,2.82e-05,4.45
2274,charity,noun,B1,2.82e-05,4.45
2275,compare,verb,A2,2.82e-05,4.45
2276,cooking,noun,A2,2.82e-05,4.45
2277,curious,adjective,B1,2.82e-05,4.45
2278,discovery,noun,B1,2.82e-05,4.45
2279,encourage,verb,A2,2.82e-05,4.45
2280,flash,"adjective, noun, verb",B2,2.82e-05,4.45
2281,formal,adjective,B1,2.82e-05,4.45
2282,formula,noun,B1,2.82e-05,4.45
2283,gross,adjective,B2,2.82e-05,4.45
2284,hungry,adjective,A1,2.82e-05,4.45
2285,innocent,adjective,B1,2.82e-05,4.45
2286,mystery,noun,A2,2.82e-05,4.45
2287,olympics,noun,A1,2.82e-05,4.45
2288,palace,noun,A1,2.82e-05,4.45
2289,penalty,noun,B2,2.82e-05,4.45
2290,pet,noun,A1,2.82e-05,4.45
2291,photography,noun,A2,2.82e-05,4.45
2292,pocket money,noun,B1,2.82e-05,4.45
2293,protest,"noun, verb",B2,2.82e-05,4.45
2294,publication,noun,B2,2.82e-05,4.45
2295,rating,noun,A2,2.82e-05,4.45
2296,refer,verb,A2,2.82e-05,4.45
2297,scheduled,adjective,B2,2.82e-05,4.45
2298,select,"adjective, verb",B2,2.82e-05,4.45
2299,silent,adjective,B1,2.82e-05,4.45
2300,successfully,adverb,A2,2.82e-05,4.45
2301,suffer,verb,B1,2.82e-05,4.45
2302,temple,noun,A1,2.82e-05,4.45
2303,trail,"noun, verb",B2,2.82e-05,4.45
2304,uncle,noun,A1,2.82e-05,4.45
2305,unusual,adjective,A2,2.82e-05,4.45
2306,semi-final,noun,B2,2.77e-05,4.44
2307,arrival,noun,B1,2.75e-05,4.44
2308,assault,noun,B2,2.75e-05,4.44
2309,awareness,noun,B1,2.75e-05,4.44
2310,badly,adverb,A2,2.75e-05,4.44
2311,bath,noun,A1,2.75e-05,4.44
2312,chase,"noun, verb",B2,2.75e-05,4.44
2313,concrete,"adjective, noun",B2,2.75e-05,4.44
2314,deeply,adverb,A2,2.75e-05,4.44
2315,explanation,noun,A2,2.75e-05,4.44
2316,fiction,noun,A2,2.75e-05,4.44
2317,guarantee,"noun, verb",B2,2.75e-05,4.44
2318,happiness,noun,A2,2.75e-05,4.44
2319,horrible,adjective,B1,2.75e-05,4.44
2320,ideal,adjective,A1,2.75e-05,4.44
2321,legend,noun,B2,2.75e-05,4.44
2322,mood,noun,A2,2.75e-05,4.44
2323,muscle,noun,B1,2.75e-05,4.44
2324,passion,noun,B1,2.75e-05,4.44
2325,pleased,adjective,A2,2.75e-05,4.44
2326,procedure,noun,B2,2.75e-05,4.44
2327,producer,noun,B1,2.75e-05,4.44
2328,rank,noun,B1,2.75e-05,4.44
2329,replacement,noun,B2,2.75e-05,4.44
2330,retired,adjective,A2,2.75e-05,4.44
2331,sand,noun,B1,2.75e-05,4.44
2332,shadow,"noun, verb",B1,2.75e-05,4.44
2333,tag,noun,B2,2.75e-05,4.44
2334,tape,"noun, verb",B1,2.75e-05,4.44
2335,thread,noun,B2,2.75e-05,4.44
2336,wage,noun,B2,2.75e-05,4.44
2337,extreme sports,noun,B1,2.73e-05,4.44
2338,labor/labour,noun,A2,2.71e-05,4.43
2339,avenue,noun,B1,2.69e-05,4.43
2340,boring,adjective,A1,2.69e-05,4.43
2341,clock,noun,A1,2.69e-05,4.43
2342,commitment,noun,A2,2.69e-05,4.43
2343,confident,adjective,A2,2.69e-05,4.43
2344,custom,noun,A2,2.69e-05,4.43
2345,desk,noun,A1,2.69e-05,4.43
2346,ear,noun,A1,2.69e-05,4.43
2347,electricity,noun,B1,2.69e-05,4.43
2348,gym,noun,B1,2.69e-05,4.43
2349,helpful,adjective,A2,2.69e-05,4.43
2350,horror,noun,A2,2.69e-05,4.43
2351,label,noun,B2,2.69e-05,4.43
2352,naked,adjective,B1,2.69e-05,4.43
2353,output,noun,B2,2.69e-05,4.43
2354,pitch,"noun, verb",B2,2.69e-05,4.43
2355,pizza,noun,A1,2.69e-05,4.43
2356,plain,adjective,B1,2.69e-05,4.43
2357,rear,adjective,B2,2.69e-05,4.43
2358,reveal,verb,A2,2.69e-05,4.43
2359,romantic,adjective,A2,2.69e-05,4.43
2360,strategic,adjective,B1,2.69e-05,4.43
2361,swimming,noun,A1,2.69e-05,4.43
2362,welfare,noun,B2,2.69e-05,4.43
2363,wire,"noun, verb",B2,2.69e-05,4.43
2364,worker,noun,A1,2.69e-05,4.43
2365,check-in counter/check-in,noun,B1,2.67e-05,4.43
2366,favorite/favourite,"adjective, noun",A1,2.66e-05,4.42
2367,afterwards,adverb,B1,2.63e-05,4.42
2368,alright,"adjective, adverb",A2,2.63e-05,4.42
2369,anger,noun,B1,2.63e-05,4.42
2370,architecture,noun,A2,2.63e-05,4.42
2371,assist,verb,B1,2.63e-05,4.42
2372,behalf,noun,B1,2.63e-05,4.42
2373,belt,noun,A2,2.63e-05,4.42
2374,capture,"noun, verb",B1,2.63e-05,4.42
2375,ceremony,noun,B1,2.63e-05,4.42
2376,comic,"adjective, noun",A2,2.63e-05,4.42
2377,designer,"adjective, noun",B1,2.63e-05,4.42
2378,diamond,noun,A2,2.63e-05,4.42
2379,disappointed,adjective,A2,2.63e-05,4.42
2380,dressed,adjective,A2,2.63e-05,4.42
2381,economics,noun,B1,2.63e-05,4.42
2382,efficient,adjective,B1,2.63e-05,4.42
2383,electrical,adjective,B1,2.63e-05,4.42
2384,essentially,adverb,B2,2.63e-05,4.42
2385,establishment,noun,B1,2.63e-05,4.42
2386,flower,noun,A1,2.63e-05,4.42
2387,ghost,noun,A1,2.63e-05,4.42
2388,hockey,noun,A2,2.63e-05,4.42
2389,hunting,noun,B2,2.63e-05,4.42
2390,kit,noun,A2,2.63e-05,4.42
2391,lab,noun,B1,2.63e-05,4.42
2392,nervous,adjective,A2,2.63e-05,4.42
2393,newly,adverb,B1,2.63e-05,4.42
2394,odd,adjective,B2,2.63e-05,4.42
2395,ordinary,adjective,B1,2.63e-05,4.42
2396,participate,verb,B1,2.63e-05,4.42
2397,prayer,noun,B1,2.63e-05,4.42
2398,racist,noun,B2,2.63e-05,4.42
2399,rarely,adverb,B1,2.63e-05,4.42
2400,sexy,adjective,B2,2.63e-05,4.42
2401,skill,noun,A1,2.63e-05,4.42
2402,soil,"noun, verb",B1,2.63e-05,4.42
2403,solve,verb,A1,2.63e-05,4.42
2404,stomach,noun,A2,2.63e-05,4.42
2405,suck,verb,B2,2.63e-05,4.42
2406,trash,noun,B1,2.63e-05,4.42
2407,ugly,adjective,A1,2.63e-05,4.42
2408,virus,noun,B1,2.63e-05,4.42
2409,walker,noun,B2,2.63e-05,4.42
2410,whoever,pronoun,B1,2.63e-05,4.42
2411,middle-aged,adjective,B1,2.62e-05,4.42
2412,aspect,noun,B1,2.57e-05,4.41
2413,boost,"noun, verb",B2,2.57e-05,4.41
2414,bureau,noun,B1,2.57e-05,4.41
2415,comfort,noun,B1,2.57e-05,4.41
2416,cousin,noun,A1,2.57e-05,4.41
2417,crack,"noun, verb",B2,2.57e-05,4.41
2418,deck,noun,B2,2.57e-05,4.41
2419,dramatic,adjective,B1,2.57e-05,4.41
2420,dust,noun,A2,2.57e-05,4.41
2421,evolution,noun,B2,2.57e-05,4.41
2422,illness,noun,B1,2.57e-05,4.41
2423,inspiration,noun,A2,2.57e-05,4.41
2424,institution,noun,B2,2.57e-05,4.41
2425,knife,noun,A1,2.57e-05,4.41
2426,lately,adverb,B1,2.57e-05,4.41
2427,memorial,noun,B2,2.57e-05,4.41
2428,minority,noun,B1,2.57e-05,4.41
2429,mum,noun,A1,2.57e-05,4.41
2430,priority,noun,B2,2.57e-05,4.41
2431,promotion,noun,B1,2.57e-05,4.41
2432,rail,noun,B1,2.57e-05,4.41
2433,remote,adjective,A2,2.57e-05,4.41
2434,repair,"noun, verb",A2,2.57e-05,4.41
2435,root,noun,A2,2.57e-05,4.41
2436,steal,verb,A2,2.57e-05,4.41
2437,telephone,"noun, verb",A2,2.57e-05,4.41
2438,well-dressed,adjective,B1,2.57e-05,4.41
2439,whereas,conjunction,B2,2.57e-05,4.41
2440,rush hour,noun,B2,2.52e-05,4.4
2441,abandoned,adjective,B2,2.51e-05,4.4
2442,alliance,noun,B2,2.51e-05,4.4
2443,annoying,adjective,A2,2.51e-05,4.4
2444,bid,verb,B2,2.51e-05,4.4
2445,buddy,noun,B1,2.51e-05,4.4
2446,butter,noun,A1,2.51e-05,4.4
2447,conclusion,noun,B1,2.51e-05,4.4
2448,confirm,verb,B1,2.51e-05,4.4
2449,convinced,adjective,B2,2.51e-05,4.4
2450,decent,adjective,B2,2.51e-05,4.4
2451,decline,"noun, verb",B2,2.51e-05,4.4
2452,delay,"noun, verb",B1,2.51e-05,4.4
2453,desert,noun,A2,2.51e-05,4.4
2454,downtown,adverb,A2,2.51e-05,4.4
2455,elite,noun,B2,2.51e-05,4.4
2456,forth,adverb,B1,2.51e-05,4.4
2457,hire,verb,B1,2.51e-05,4.4
2458,hop,noun,B1,2.51e-05,4.4
2459,insane,adjective,B1,2.51e-05,4.4
2460,landing,noun,B2,2.51e-05,4.4
2461,layer,noun,B1,2.51e-05,4.4
2462,marry,verb,A2,2.51e-05,4.4
2463,nowhere,adverb,B1,2.51e-05,4.4
2464,nurse,"noun, verb",B1,2.51e-05,4.4
2465,obtain,verb,B1,2.51e-05,4.4
2466,organic,adjective,B1,2.51e-05,4.4
2467,poetry,noun,B1,2.51e-05,4.4
2468,pot,noun,B1,2.51e-05,4.4
2469,pray,verb,A1,2.51e-05,4.4
2470,recall,verb,B1,2.51e-05,4.4
2471,rugby,noun,A2,2.51e-05,4.4
2472,sake,noun,A2,2.51e-05,4.4
2473,sheet,noun,B1,2.51e-05,4.4
2474,smooth,adjective,A2,2.51e-05,4.4
2475,spiritual,adjective,B1,2.51e-05,4.4
2476,string,noun,A2,2.51e-05,4.4
2477,sudden,adjective,A2,2.51e-05,4.4
2478,vacation,noun,A1,2.51e-05,4.4
2479,sports center/sports centre,noun,A2,2.46e-05,4.39
2480,abroad,adverb,A2,2.45e-05,4.39
2481,associate,verb,B1,2.45e-05,4.39
2482,atlantic,adjective,B1,2.45e-05,4.39
2483,bench,noun,A2,2.45e-05,4.39
2484,bother,"noun, verb",A2,2.45e-05,4.39
2485,broadcast,"noun, verb",B2,2.45e-05,4.39
2486,bye,noun,A1,2.45e-05,4.39
2487,citizen,noun,A2,2.45e-05,4.39
2488,compete,verb,B1,2.45e-05,4.39
2489,cricket,noun,A2,2.45e-05,4.39
2490,damaged,adjective,B1,2.45e-05,4.39
2491,disaster,noun,B1,2.45e-05,4.39
2492,discover,verb,A2,2.45e-05,4.39
2493,entrance,noun,A2,2.45e-05,4.39
2494,equally,adverb,B1,2.45e-05,4.39
2495,fallen,adjective,B1,2.45e-05,4.39
2496,fitness,noun,B1,2.45e-05,4.39
2497,friendship,noun,A2,2.45e-05,4.39
2498,idiot,noun,B2,2.45e-05,4.39
2499,intense,adjective,B1,2.45e-05,4.39
2500,lifetime,noun,B2,2.45e-05,4.39
2501,liquid,"adjective, noun",B1,2.45e-05,4.39
2502,medal,noun,A2,2.45e-05,4.39
2503,mortgage,noun,B2,2.45e-05,4.39
2504,narrative,adjective,B1,2.45e-05,4.39
2505,narrow,adjective,B1,2.45e-05,4.39
2506,occasionally,adverb,B1,2.45e-05,4.39
2507,pan,noun,A2,2.45e-05,4.39
2508,physics,noun,B1,2.45e-05,4.39
2509,potentially,adverb,B2,2.45e-05,4.39
2510,reduction,noun,B1,2.45e-05,4.39
2511,reflect,verb,A2,2.45e-05,4.39
2512,refuse,"noun, verb",B1,2.45e-05,4.39
2513,resource,noun,B1,2.45e-05,4.39
2514,shell,"noun, verb",B2,2.45e-05,4.39
2515,silly,adjective,A2,2.45e-05,4.39
2516,translation,noun,B2,2.45e-05,4.39
2517,visible,adjective,B1,2.45e-05,4.39
2518,angle,noun,B1,2.4e-05,4.38
2519,arrive,verb,A1,2.4e-05,4.38
2520,belong,verb,A2,2.4e-05,4.38
2521,bishop,noun,B1,2.4e-05,4.38
2522,commonly,adverb,B1,2.4e-05,4.38
2523,connect,verb,B1,2.4e-05,4.38
2524,efficiency,noun,B1,2.4e-05,4.38
2525,enterprise,noun,B2,2.4e-05,4.38
2526,experiment,"noun, verb",B2,2.4e-05,4.38
2527,grass,noun,A1,2.4e-05,4.38
2528,increasingly,adverb,B1,2.4e-05,4.38
2529,incredibly,adverb,B1,2.4e-05,4.38
2530,journalist,noun,B1,2.4e-05,4.38
2531,mill,noun,B2,2.4e-05,4.38
2532,occasion,"noun, verb",B1,2.4e-05,4.38
2533,pace,noun,B1,2.4e-05,4.38
2534,passenger,noun,A2,2.4e-05,4.38
2535,pen,noun,A1,2.4e-05,4.38
2536,possession,noun,B1,2.4e-05,4.38
2537,rapid,adjective,B1,2.4e-05,4.38
2538,regulation,noun,B1,2.4e-05,4.38
2539,resident,"adjective, noun",B2,2.4e-05,4.38
2540,spin,verb,B2,2.4e-05,4.38
2541,suitable,adjective,A2,2.4e-05,4.38
2542,thirty,number,A1,2.4e-05,4.38
2543,valid,adjective,B2,2.4e-05,4.38
2544,vital,adjective,B2,2.4e-05,4.38
2545,agriculture,noun,B1,2.34e-05,4.37
2546,collect,verb,A1,2.34e-05,4.37
2547,commerce,noun,B2,2.34e-05,4.37
2548,cop,noun,A1,2.34e-05,4.37
2549,creek,noun,B2,2.34e-05,4.37
2550,currency,noun,B1,2.34e-05,4.37
2551,defense/defence,noun,B1,2.34e-05,4.37
2552,exhibition,noun,A2,2.34e-05,4.37
2553,fraud,noun,B2,2.34e-05,4.37
2554,funeral,noun,B1,2.34e-05,4.37
2555,genuine,adjective,B2,2.34e-05,4.37
2556,honey,noun,A2,2.34e-05,4.37
2557,hook,"noun, verb",B2,2.34e-05,4.37
2558,hunter,noun,A2,2.34e-05,4.37
2559,introduce,verb,A1,2.34e-05,4.37
2560,log,noun,B1,2.34e-05,4.37
2561,merely,adverb,B1,2.34e-05,4.37
2562,monitor,"noun, verb",B1,2.34e-05,4.37
2563,ms./ms,noun,A2,2.34e-05,4.37
2564,programming,noun,B2,2.34e-05,4.37
2565,regret,"noun, verb",A2,2.34e-05,4.37
2566,remind,verb,A2,2.34e-05,4.37
2567,resort,noun,B1,2.34e-05,4.37
2568,reverse,verb,B2,2.34e-05,4.37
2569,routine,noun,B1,2.34e-05,4.37
2570,scary,adjective,B1,2.34e-05,4.37
2571,seed,noun,A2,2.34e-05,4.37
2572,self-confident,adjective,B2,2.34e-05,4.37
2573,settle,verb,B1,2.34e-05,4.37
2574,spell,"noun, verb",A2,2.34e-05,4.37
2575,summary,noun,A2,2.34e-05,4.37
2576,survival,noun,B1,2.34e-05,4.37
2577,sword,noun,B1,2.34e-05,4.37
2578,tongue,noun,B1,2.34e-05,4.37
2579,ward,noun,B1,2.34e-05,4.37
2580,remote control,noun,B1,2.33e-05,4.37
2581,achievement,noun,B1,2.29e-05,4.36
2582,asleep,adjective,A2,2.29e-05,4.36
2583,automatic,adjective,A2,2.29e-05,4.36
2584,cd,noun,A1,2.29e-05,4.36
2585,coat,noun,A1,2.29e-05,4.36
2586,comprehensive,adjective,B2,2.29e-05,4.36
2587,consent,noun,B2,2.29e-05,4.36
2588,daddy,noun,A1,2.29e-05,4.36
2589,destruction,noun,B1,2.29e-05,4.36
2590,divorce,"noun, verb",B2,2.29e-05,4.36
2591,doc,noun,B1,2.29e-05,4.36
2592,engage,verb,B1,2.29e-05,4.36
2593,extraordinary,adjective,B1,2.29e-05,4.36
2594,fate,noun,B2,2.29e-05,4.36
2595,frequency,noun,B1,2.29e-05,4.36
2596,gene,noun,B1,2.29e-05,4.36
2597,glory,noun,B1,2.29e-05,4.36
2598,headquarters,noun,B2,2.29e-05,4.36
2599,heritage,noun,B2,2.29e-05,4.36
2600,initiative,noun,B2,2.29e-05,4.36
2601,juice,noun,A1,2.29e-05,4.36
2602,landscape,noun,A2,2.29e-05,4.36
2603,logic,noun,B1,2.29e-05,4.36
2604,objective,"adjective, noun",B1,2.29e-05,4.36
2605,privacy,noun,B1,2.29e-05,4.36
2606,regard,"noun, verb",B1,2.29e-05,4.36
2607,residence,noun,B2,2.29e-05,4.36
2608,roughly,adverb,A2,2.29e-05,4.36
2609,salary,noun,B2,2.29e-05,4.36
2610,script,noun,A2,2.29e-05,4.36
2611,strip,"noun, verb",B2,2.29e-05,4.36
2612,tube,noun,A1,2.29e-05,4.36
2613,science fiction,noun,B1,2.28e-05,4.36
2614,ambassador,noun,B2,2.24e-05,4.35
2615,banking,noun,A2,2.24e-05,4.35
2616,breast,noun,B1,2.24e-05,4.35
2617,chemistry,noun,B1,2.24e-05,4.35
2618,color/colour,"noun, verb",A1,2.24e-05,4.35
2619,consumption,noun,B1,2.24e-05,4.35
2620,corruption,noun,B2,2.24e-05,4.35
2621,cotton,noun,B1,2.24e-05,4.35
2622,discount,noun,B1,2.24e-05,4.35
2623,dozen,"determiner, noun",B1,2.24e-05,4.35
2624,exception,noun,B2,2.24e-05,4.35
2625,exit,"noun, verb",B1,2.24e-05,4.35
2626,expand,verb,B1,2.24e-05,4.35
2627,fancy,"adjective, noun, verb",B1,2.24e-05,4.35
2628,gorgeous,adjective,B1,2.24e-05,4.35
2629,grateful,adjective,A2,2.24e-05,4.35
2630,impression,noun,B1,2.24e-05,4.35
2631,indicate,verb,A2,2.24e-05,4.35
2632,input,noun,B2,2.24e-05,4.35
2633,knock,"noun, verb",B1,2.24e-05,4.35
2634,leather,noun,A2,2.24e-05,4.35
2635,luxury,"adjective, noun",B1,2.24e-05,4.35
2636,lyrics,noun,B2,2.24e-05,4.35
2637,ought to,modal auxiliary,B1,2.24e-05,4.35
2638,outcome,noun,B2,2.24e-05,4.35
2639,reporter,noun,A1,2.24e-05,4.35
2640,rob,verb,A2,2.24e-05,4.35
2641,sequence,noun,B1,2.24e-05,4.35
2642,stretch,verb,B1,2.24e-05,4.35
2643,tear,"noun, verb",B1,2.24e-05,4.35
2644,tennis,noun,A1,2.24e-05,4.35
2645,terrorist,"adjective, noun",B1,2.24e-05,4.35
2646,twelve,number,A1,2.24e-05,4.35
2647,wolf,noun,B2,2.24e-05,4.35
2648,absence,noun,B1,2.19e-05,4.34
2649,agricultural,adjective,B1,2.19e-05,4.34
2650,bull,noun,B1,2.19e-05,4.34
2651,commonwealth,noun,B2,2.19e-05,4.34
2652,contribute,verb,B1,2.19e-05,4.34
2653,contribution,noun,B1,2.19e-05,4.34
2654,delicious,adjective,A1,2.19e-05,4.34
2655,deny,verb,B1,2.19e-05,4.34
2656,ease,"noun, verb",B2,2.19e-05,4.34
2657,extend,verb,B1,2.19e-05,4.34
2658,fame,noun,B2,2.19e-05,4.34
2659,flood,"noun, verb",B1,2.19e-05,4.34
2660,genetic,adjective,B1,2.19e-05,4.34
2661,glasses,noun,A1,2.19e-05,4.34
2662,impressed,adjective,B2,2.19e-05,4.34
2663,instant,adjective,A2,2.19e-05,4.34
2664,liberty,noun,A2,2.19e-05,4.34
2665,principle,noun,B1,2.19e-05,4.34
2666,progressive,adjective,A2,2.19e-05,4.34
2667,punishment,noun,B1,2.19e-05,4.34
2668,rally,noun,B2,2.19e-05,4.34
2669,rapidly,adverb,B1,2.19e-05,4.34
