rank,word,pos,cefr,frequency,zipf
5662,daft,adjective,B2,2.75e-06,3.44
5663,environmentally,adverb,B2,2.75e-06,3.44
5664,everlasting,adjective,B2,2.75e-06,3.44
5665,indifferent,adjective,B2,2.75e-06,3.44
5666,inject,verb,B1,2.75e-06,3.44
5667,invariably,adverb,B2,2.75e-06,3.44
5668,lemonade,noun,A2,2.75e-06,3.44
5669,mule,noun,B1,2.75e-06,3.44
5670,orderly,adjective,B1,2.75e-06,3.44
5671,postcard,noun,B1,2.75e-06,3.44
5672,preferable,adjective,B2,2.75e-06,3.44
5673,questionnaire,noun,B1,2.75e-06,3.44
5674,reclaim,verb,B1,2.75e-06,3.44
5675,riddle,"noun, verb",B1,2.75e-06,3.44
5676,rubble,noun,B2,2.75e-06,3.44
5677,sniff,verb,B2,2.75e-06,3.44
5678,solvent,noun,B2,2.75e-06,3.44
5679,swarm,noun,B1,2.75e-06,3.44
5680,timetable,noun,A2,2.75e-06,3.44
5681,trolley,noun,B2,2.75e-06,3.44
5682,honorable/honourable,adjective,B2,2.71e-06,3.43
5683,ache,"noun, verb",B2,2.69e-06,3.43
5684,dizzy,adjective,A2,2.69e-06,3.43
5685,expressive,adjective,B2,2.69e-06,3.43
5686,hostel,noun,B1,2.69e-06,3.43
5687,karaoke,noun,B2,2.69e-06,3.43
5688,limp,verb,B1,2.69e-06,3.43
5689,mourn,verb,B1,2.69e-06,3.43
5690,nutshell,noun,B2,2.69e-06,3.43
5691,obsessive,adjective,B2,2.69e-06,3.43
5692,overboard,adverb,B2,2.69e-06,3.43
5693,reinforcement,noun,B2,2.69e-06,3.43
5694,repertoire,noun,B2,2.69e-06,3.43
5695,soaking,adjective,B2,2.69e-06,3.43
5696,stereotype,noun,B2,2.69e-06,3.43
5697,stride,verb,B2,2.69e-06,3.43
5698,trainee,noun,B2,2.69e-06,3.43
5699,upbringing,noun,B2,2.69e-06,3.43
5700,anchorage,noun,B2,2.63e-06,3.42
5701,ballad,noun,B2,2.63e-06,3.42
5702,betray,verb,B2,2.63e-06,3.42
5703,biotechnology,noun,B2,2.63e-06,3.42
5704,bookstore,noun,A1,2.63e-06,3.42
5705,corona,noun,B2,2.63e-06,3.42
5706,cowardly,adjective,B2,2.63e-06,3.42
5707,cultivate,verb,B1,2.63e-06,3.42
5708,defy,verb,B2,2.63e-06,3.42
5709,densely,adverb,B2,2.63e-06,3.42
5710,divert,verb,B2,2.63e-06,3.42
5711,elegance,noun,B2,2.63e-06,3.42
5712,englishman,noun,B1,2.63e-06,3.42
5713,extraordinarily,adverb,B2,2.63e-06,3.42
5714,flea,noun,A2,2.63e-06,3.42
5715,handbag,noun,A2,2.63e-06,3.42
5716,handicapped,adjective,A2,2.63e-06,3.42
5717,hemp,noun,B2,2.63e-06,3.42
5718,intrusion,noun,B2,2.63e-06,3.42
5719,irritation,noun,B2,2.63e-06,3.42
5720,ozone,noun,B2,2.63e-06,3.42
5721,prehistoric,adjective,B2,2.63e-06,3.42
5722,standby,adjective,B2,2.63e-06,3.42
5723,stumble,verb,B1,2.63e-06,3.42
5724,truthful,adjective,B2,2.63e-06,3.42
5725,environmentally friendly,adjective,B2,2.59e-06,3.41
5726,carve,verb,B2,2.57e-06,3.41
5727,cherished,adjective,B2,2.57e-06,3.41
5728,coarse,adjective,B2,2.57e-06,3.41
5729,compute,verb,B2,2.57e-06,3.41
5730,confidently,adverb,B2,2.57e-06,3.41
5731,cucumber,noun,B1,2.57e-06,3.41
5732,diver,noun,B1,2.57e-06,3.41
5733,embarrass,verb,B1,2.57e-06,3.41
5734,fortnight,noun,B1,2.57e-06,3.41
5735,helper,noun,B2,2.57e-06,3.41
5736,immortality,noun,B2,2.57e-06,3.41
5737,obituary,noun,B2,2.57e-06,3.41
5738,persuasive,adjective,B1,2.57e-06,3.41
5739,tremendously,adverb,B2,2.57e-06,3.41
5740,tumble,verb,B1,2.57e-06,3.41
5741,verbally,adverb,B2,2.57e-06,3.41
5742,windshield,noun,B2,2.57e-06,3.41
5743,indefinite article,noun,B1,2.52e-06,3.4
5744,arithmetic,noun,B1,2.51e-06,3.4
5745,authoritative,adjective,B2,2.51e-06,3.4
5746,barren,adjective,B2,2.51e-06,3.4
5747,cassette,noun,A2,2.51e-06,3.4
5748,chronological,adjective,B1,2.51e-06,3.4
5749,conceive,verb,B2,2.51e-06,3.4
5750,dialog/dialogue,noun,B1,2.51e-06,3.4
5751,gorge,noun,B2,2.51e-06,3.4
5752,housewife,noun,B2,2.51e-06,3.4
5753,modem,noun,B1,2.51e-06,3.4
5754,newcomer,noun,B1,2.51e-06,3.4
5755,posh,adjective,B2,2.51e-06,3.4
5756,retina,noun,B2,2.51e-06,3.4
5757,stylist,noun,B2,2.51e-06,3.4
5758,traverse,noun,B2,2.51e-06,3.4
5759,vocalist,noun,B2,2.51e-06,3.4
5760,zebra,noun,B2,2.51e-06,3.4
5761,whiskey/whisky,noun,B2,2.5e-06,3.4
5762,checkpoint,noun,B2,2.45e-06,3.39
5763,classify,verb,B1,2.45e-06,3.39
5764,cornerstone,noun,B2,2.45e-06,3.39
5765,correctness,noun,B2,2.45e-06,3.39
5766,emphasize/emphasize,verb,B1,2.45e-06,3.39
5767,gloomy,adjective,B2,2.45e-06,3.39
5768,graceful,adjective,B1,2.45e-06,3.39
5769,hospice,noun,B2,2.45e-06,3.39
5770,misty,adjective,B1,2.45e-06,3.39
5771,peep,noun,B2,2.45e-06,3.39
5772,pickle,noun,B2,2.45e-06,3.39
5773,playwright,noun,B2,2.45e-06,3.39
5774,prescribe,verb,B2,2.45e-06,3.39
5775,rainforest,noun,B1,2.45e-06,3.39
5776,reprint,noun,B2,2.45e-06,3.39
5777,rhythmic,adjective,B2,2.45e-06,3.39
5778,scatter,verb,B1,2.45e-06,3.39
5779,scramble,verb,B2,2.45e-06,3.39
5780,soar,verb,B2,2.45e-06,3.39
5781,subconscious,adjective,B1,2.45e-06,3.39
5782,thinker,noun,B2,2.45e-06,3.39
5783,troublesome,adjective,B2,2.45e-06,3.39
5784,vanish,verb,B2,2.45e-06,3.39
5785,vigorously,adverb,B2,2.45e-06,3.39
5786,visibly,adverb,B2,2.45e-06,3.39
5787,chest of drawers,noun,B1,2.44e-06,3.39
5788,adversity,noun,B2,2.4e-06,3.38
5789,botany,noun,B2,2.4e-06,3.38
5790,compile,verb,B2,2.4e-06,3.38
5791,deceive,verb,B2,2.4e-06,3.38
5792,disciple,noun,B2,2.4e-06,3.38
5793,elemental,adjective,B2,2.4e-06,3.38
5794,guerrilla,noun,B2,2.4e-06,3.38
5795,hearty,adjective,B1,2.4e-06,3.38
5796,impartial,adjective,B2,2.4e-06,3.38
5797,jogging,noun,B1,2.4e-06,3.38
5798,misfortune,noun,B2,2.4e-06,3.38
5799,pilgrim,noun,A2,2.4e-06,3.38
5800,sparkle,noun,B1,2.4e-06,3.38
5801,toothbrush,noun,A2,2.4e-06,3.38
5802,frying pan,noun,B1,2.38e-06,3.38
5803,fulfill/fulfil,verb,B2,2.38e-06,3.38
5804,organize/organise,verb,A2,2.38e-06,3.38
5805,ambiguity,noun,B2,2.34e-06,3.37
5806,anguish,noun,B2,2.34e-06,3.37
5807,birthplace,noun,B2,2.34e-06,3.37
5808,brochure,noun,B2,2.34e-06,3.37
5809,ecstatic,adjective,B2,2.34e-06,3.37
5810,eyebrow,noun,B2,2.34e-06,3.37
5811,firefighter,noun,B1,2.34e-06,3.37
5812,haste,noun,B2,2.34e-06,3.37
5813,interpersonal,adjective,B2,2.34e-06,3.37
5814,intruder,noun,B2,2.34e-06,3.37
5815,lessen,verb,B1,2.34e-06,3.37
5816,microscopic,adjective,B2,2.34e-06,3.37
5817,midday,noun,A2,2.34e-06,3.37
5818,originate,verb,B2,2.34e-06,3.37
5819,predictive,adjective,B2,2.34e-06,3.37
5820,relic,noun,B2,2.34e-06,3.37
5821,retard,verb,B2,2.34e-06,3.37
5822,sanitary,adjective,B2,2.34e-06,3.37
5823,setback,noun,B2,2.34e-06,3.37
5824,smoker,noun,B1,2.34e-06,3.37
5825,stun,verb,B1,2.34e-06,3.37
5826,tack,verb,B2,2.34e-06,3.37
5827,tiring,adjective,B1,2.34e-06,3.37
5828,toothpaste,noun,B1,2.34e-06,3.37
5829,transient,adjective,B2,2.34e-06,3.37
5830,unheard,adjective,B1,2.34e-06,3.37
5831,weep,noun,A2,2.34e-06,3.37
5832,ammonia,noun,B2,2.29e-06,3.36
5833,apron,noun,A1,2.29e-06,3.36
5834,biochemistry,noun,B1,2.29e-06,3.36
5835,decorate,verb,B2,2.29e-06,3.36
5836,discredit,verb,B2,2.29e-06,3.36
5837,favorable/favourable,adjective,B1,2.29e-06,3.36
5838,glare,noun,B2,2.29e-06,3.36
5839,handshake,noun,B1,2.29e-06,3.36
5840,infect,verb,B2,2.29e-06,3.36
5841,interruption,noun,B2,2.29e-06,3.36
5842,itch,verb,B2,2.29e-06,3.36
5843,mischief,noun,B1,2.29e-06,3.36
5844,plumber,noun,B2,2.29e-06,3.36
5845,rebellious,adjective,B2,2.29e-06,3.36
5846,souvenir,noun,B1,2.29e-06,3.36
5847,spaceship,noun,A2,2.29e-06,3.36
5848,sunflower,noun,A2,2.29e-06,3.36
5849,tyrant,noun,B2,2.29e-06,3.36
5850,unattractive,adjective,B2,2.29e-06,3.36
5851,unfairly,adverb,B1,2.29e-06,3.36
5852,colorful/colourful,adjective,A2,2.27e-06,3.36
5853,inquiry/enquiry,noun,B1,2.25e-06,3.35
5854,affectionate,adjective,B2,2.24e-06,3.35
5855,bedside,noun,B1,2.24e-06,3.35
5856,clerical,adjective,B2,2.24e-06,3.35
5857,continual,adjective,B1,2.24e-06,3.35
5858,contradict,verb,B2,2.24e-06,3.35
5859,farmland,noun,B1,2.24e-06,3.35
5860,giggle,noun,B1,2.24e-06,3.35
5861,golfer,noun,B1,2.24e-06,3.35
5862,improperly,adverb,B2,2.24e-06,3.35
5863,learner,noun,A2,2.24e-06,3.35
5864,lighten,verb,B2,2.24e-06,3.35
5865,oily,adjective,B1,2.24e-06,3.35
5866,pancake,noun,B2,2.24e-06,3.35
5867,pleasantly,adverb,B1,2.24e-06,3.35
5868,ponder,verb,B2,2.24e-06,3.35
5869,psychologically,adverb,B2,2.24e-06,3.35
5870,rattle,noun,B2,2.24e-06,3.35
5871,recycle,verb,A2,2.24e-06,3.35
5872,wasp,noun,B2,2.24e-06,3.35
5873,westward,adverb,B1,2.24e-06,3.35
5874,takeoff/take-off,noun,B1,2.23e-06,3.35
5875,adjective,noun,A2,2.19e-06,3.34
5876,angrily,adverb,A2,2.19e-06,3.34
5877,aspirin,noun,B1,2.19e-06,3.34
5878,benevolent,adjective,B2,2.19e-06,3.34
5879,bestseller,noun,B2,2.19e-06,3.34
5880,burglar,noun,B1,2.19e-06,3.34
5881,classmate,noun,A1,2.19e-06,3.34
5882,cooker,noun,A2,2.19e-06,3.34
5883,deceptive,adjective,B2,2.19e-06,3.34
5884,deem,verb,B2,2.19e-06,3.34
5885,folly,noun,B2,2.19e-06,3.34
5886,indispensable,adjective,B2,2.19e-06,3.34
5887,likeness,noun,B1,2.19e-06,3.34
5888,originality,noun,B2,2.19e-06,3.34
5889,pebble,noun,B2,2.19e-06,3.34
5890,perseverance,noun,B2,2.19e-06,3.34
5891,pharmacist,noun,B2,2.19e-06,3.34
5892,picky,adjective,B2,2.19e-06,3.34
5893,relativity,noun,B2,2.19e-06,3.34
5894,sincerity,noun,B2,2.19e-06,3.34
5895,worldly,adjective,B2,2.19e-06,3.34
5896,annoyance,noun,B1,2.14e-06,3.33
5897,blooming,adjective,B2,2.14e-06,3.33
5898,excursion,noun,B2,2.14e-06,3.33
5899,glide,noun,B1,2.14e-06,3.33
5900,grieve,verb,B2,2.14e-06,3.33
5901,inhabit,verb,B2,2.14e-06,3.33
5902,invoke,verb,B2,2.14e-06,3.33
5903,lunchtime,noun,A2,2.14e-06,3.33
5904,mend,verb,B1,2.14e-06,3.33
5905,passionately,adverb,B2,2.14e-06,3.33
5906,persuasion,noun,B2,2.14e-06,3.33
5907,racket,noun,A2,2.14e-06,3.33
5908,roundabout,noun,A2,2.14e-06,3.33
5909,scarcely,adverb,B2,2.14e-06,3.33
5910,temperate,adjective,B2,2.14e-06,3.33
5911,untreated,adjective,B2,2.14e-06,3.33
5912,vowel,noun,B1,2.14e-06,3.33
5913,blindly,adverb,B2,2.09e-06,3.32
5914,dissatisfaction,noun,B2,2.09e-06,3.32
5915,elective,adjective,B2,2.09e-06,3.32
5916,giraffe,noun,B1,2.09e-06,3.32
5917,melon,noun,A2,2.09e-06,3.32
5918,ornament,noun,B2,2.09e-06,3.32
5919,outpatient,noun,B2,2.09e-06,3.32
5920,supervise,verb,B2,2.09e-06,3.32
5921,syllable,noun,B2,2.09e-06,3.32
5922,takeaway,noun,B1,2.09e-06,3.32
5923,analyze/analyse,verb,B1,2.07e-06,3.32
5924,counseling/counselling,noun,B1,2.07e-06,3.32
5925,crease,noun,B2,2.04e-06,3.31
5926,dissatisfied,adjective,B2,2.04e-06,3.31
5927,instruct,verb,B2,2.04e-06,3.31
5928,linger,verb,B2,2.04e-06,3.31
5929,lousy,adjective,B2,2.04e-06,3.31
5930,mailbox,noun,B1,2.04e-06,3.31
5931,quarrel,"noun, verb",B2,2.04e-06,3.31
5932,scuba,noun,B2,2.04e-06,3.31
5933,spreadsheet,noun,B2,2.04e-06,3.31
5934,weekday,noun,A2,2.04e-06,3.31
5935,aspiration,noun,B2,2e-06,3.3
5936,attentive,adjective,B2,2e-06,3.3
5937,beak,noun,B2,2e-06,3.3
5938,broaden,verb,B2,2e-06,3.3
5939,enrich,verb,B1,2e-06,3.3
5940,exaggeration,noun,B2,2e-06,3.3
5941,fright,noun,B1,2e-06,3.3
5942,gall,noun,B1,2e-06,3.3
5943,hastily,adverb,B2,2e-06,3.3
5944,headphone,noun,A2,2e-06,3.3
5945,illuminate,verb,B1,2e-06,3.3
5946,incur,verb,B2,2e-06,3.3
5947,jog,"noun, verb",B1,2e-06,3.3
5948,jug,noun,B1,2e-06,3.3
5949,orchid,noun,B2,2e-06,3.3
5950,overtake,verb,B2,2e-06,3.3
5951,selfless,adjective,B2,2e-06,3.3
5952,shrug,verb,B2,2e-06,3.3
5953,teaspoon,noun,B2,2e-06,3.3
5954,bitterly,adverb,B2,1.95e-06,3.29
5955,cello,noun,B2,1.95e-06,3.29
5956,chariot,noun,B1,1.95e-06,3.29
5957,complexion,noun,B2,1.95e-06,3.29
5958,dishwasher,noun,B1,1.95e-06,3.29
5959,generously,adverb,B2,1.95e-06,3.29
5960,hasty,adjective,B1,1.95e-06,3.29
5961,housekeeper,noun,B2,1.95e-06,3.29
5962,imitate,verb,B1,1.95e-06,3.29
5963,improbable,adjective,B2,1.95e-06,3.29
5964,punctuation,noun,A2,1.95e-06,3.29
5965,retrospect,noun,B1,1.95e-06,3.29
5966,tights,noun,A2,1.95e-06,3.29
5967,tumor/tumour,noun,B2,1.94e-06,3.29
5968,badminton,noun,A2,1.91e-06,3.28
5969,boldly,adverb,B1,1.91e-06,3.28
5970,civilization/civilisation,noun,B1,1.91e-06,3.28
5971,disapproval,noun,B2,1.91e-06,3.28
5972,electronically,adverb,B2,1.91e-06,3.28
5973,eyesight,noun,B1,1.91e-06,3.28
5974,impractical,adjective,B2,1.91e-06,3.28
5975,mold/mould,noun,B2,1.91e-06,3.28
5976,predicament,noun,B2,1.91e-06,3.28
5977,puzzled,adjective,B2,1.91e-06,3.28
5978,recite,verb,B1,1.91e-06,3.28
5979,recollection,noun,B2,1.91e-06,3.28
5980,rosy,adjective,B2,1.91e-06,3.28
5981,shabby,adjective,B2,1.91e-06,3.28
5982,swimsuit,noun,A2,1.91e-06,3.28
5983,mama/mamma,noun,B2,1.87e-06,3.27
5984,adversely,adverb,B2,1.86e-06,3.27
5985,astonished,adjective,B2,1.86e-06,3.27
5986,bravely,adverb,B1,1.86e-06,3.27
5987,comma,noun,B1,1.86e-06,3.27
5988,impulsive,adjective,B2,1.86e-06,3.27
5989,incense,noun,B2,1.86e-06,3.27
5990,injure,verb,A2,1.86e-06,3.27
5991,nervously,adverb,B2,1.86e-06,3.27
5992,outweigh,verb,B1,1.86e-06,3.27
5993,polio,noun,B2,1.86e-06,3.27
5994,proclaim,verb,B1,1.86e-06,3.27
5995,serene,adjective,B2,1.86e-06,3.27
5996,sob,verb,B2,1.86e-06,3.27
5997,straighten,verb,B2,1.86e-06,3.27
5998,unsuitable,adjective,B2,1.86e-06,3.27
5999,wasteful,adjective,B1,1.86e-06,3.27
6000,complicate,verb,B1,1.82e-06,3.26
6001,culmination,noun,B2,1.82e-06,3.26
6002,decomposition,noun,B2,1.82e-06,3.26
6003,electrician,noun,B2,1.82e-06,3.26
6004,eternally,adverb,B2,1.82e-06,3.26
6005,forcefully,adverb,B2,1.82e-06,3.26
6006,godly,adjective,B2,1.82e-06,3.26
6007,hover,verb,B2,1.82e-06,3.26
6008,maestro,noun,B2,1.82e-06,3.26
6009,meditate,verb,B1,1.82e-06,3.26
6010,microscopy,noun,B2,1.82e-06,3.26
6011,olympia,noun,B2,1.82e-06,3.26
6012,orchestral,adjective,B2,1.82e-06,3.26
6013,receptionist,noun,A2,1.82e-06,3.26
6014,stair,noun,A2,1.82e-06,3.26
6015,vividly,adverb,B1,1.82e-06,3.26
6016,worldview,noun,B2,1.82e-06,3.26
6017,attractiveness,noun,B2,1.78e-06,3.25
6018,bony,adjective,B2,1.78e-06,3.25
6019,dependable,adjective,B2,1.78e-06,3.25
6020,enthusiastically,adverb,B2,1.78e-06,3.25
6021,guideline,noun,B2,1.78e-06,3.25
6022,inference,noun,B2,1.78e-06,3.25
6023,inhale,verb,B1,1.78e-06,3.25
6024,judo,noun,B2,1.78e-06,3.25
6025,nectar,noun,B1,1.78e-06,3.25
6026,pessimistic,adjective,B2,1.78e-06,3.25
6027,sag,noun,B2,1.78e-06,3.25
6028,tabloid,"adjective, noun",B2,1.78e-06,3.25
6029,thunderstorm,noun,A2,1.78e-06,3.25
6030,widen,verb,B2,1.78e-06,3.25
6031,carbon monoxide,noun,B2,1.77e-06,3.25
6032,appreciative,adjective,B2,1.74e-06,3.24
6033,bandage,noun,B1,1.74e-06,3.24
6034,eastward,adverb,B2,1.74e-06,3.24
6035,kneel,verb,B2,1.74e-06,3.24
6036,liberate,verb,B1,1.74e-06,3.24
6037,mathematician,noun,B1,1.74e-06,3.24
6038,quantify,verb,B2,1.74e-06,3.24
6039,revolve,verb,B2,1.74e-06,3.24
6040,shadowy,adjective,B1,1.74e-06,3.24
6041,stepfather,noun,B2,1.74e-06,3.24
6042,tenderness,noun,B2,1.74e-06,3.24
6043,tickle,verb,B2,1.74e-06,3.24
6044,unload,verb,B2,1.74e-06,3.24
6045,warmly,adverb,B1,1.74e-06,3.24
6046,diligent,adjective,B1,1.7e-06,3.23
6047,dreamy,adjective,B2,1.7e-06,3.23
6048,endanger,verb,B1,1.7e-06,3.23
6049,lifeless,adjective,B2,1.7e-06,3.23
6050,prefix,noun,B1,1.7e-06,3.23
6051,subtitle,noun,B2,1.7e-06,3.23
6052,unimportant,adjective,A2,1.7e-06,3.23
6053,traveler/traveller,noun,A2,1.69e-06,3.23
6054,alphabetical,adjective,B2,1.66e-06,3.22
6055,bathe,verb,B1,1.66e-06,3.22
6056,clam,noun,B2,1.66e-06,3.22
6057,craftsman,noun,B2,1.66e-06,3.22
6058,cripple,noun,B2,1.66e-06,3.22
6059,misconception,noun,B2,1.66e-06,3.22
6060,mislead,verb,B1,1.66e-06,3.22
6061,momentarily,adverb,B2,1.66e-06,3.22
6062,narcissistic,adjective,B2,1.66e-06,3.22
6063,northward,adverb,B2,1.66e-06,3.22
6064,overturn,verb,B2,1.66e-06,3.22
6065,reverence,noun,B2,1.66e-06,3.22
6066,rumor/rumour,noun,A2,1.66e-06,3.22
6067,seaweed,noun,B1,1.66e-06,3.22
6068,shatter,verb,B2,1.66e-06,3.22
6069,signify,verb,B2,1.66e-06,3.22
6070,tempt,verb,B1,1.66e-06,3.22
6071,thermometer,noun,B2,1.66e-06,3.22
6072,achievable,adjective,B2,1.62e-06,3.21
6073,aristocracy,noun,B2,1.62e-06,3.21
6074,armchair,noun,A2,1.62e-06,3.21
6075,babysitter,noun,B1,1.62e-06,3.21
6076,cardigan,noun,B2,1.62e-06,3.21
6077,eloquent,adjective,B2,1.62e-06,3.21
6078,indebted,adjective,B2,1.62e-06,3.21
6079,lorry,noun,B1,1.62e-06,3.21
6080,mover,noun,B2,1.62e-06,3.21
6081,outback,noun,B2,1.62e-06,3.21
6082,pave,verb,B2,1.62e-06,3.21
6083,skateboard,noun,B2,1.62e-06,3.21
6084,superstition,noun,B1,1.62e-06,3.21
6085,tramp,noun,B2,1.62e-06,3.21
6086,transistor,noun,B2,1.62e-06,3.21
6087,ax/axe,noun,B2,1.61e-06,3.21
6088,endeavor/endeavour,noun,B2,1.59e-06,3.2
6089,curiously,adverb,B1,1.58e-06,3.2
6090,deforestation,noun,B2,1.58e-06,3.2
6091,distressing,adjective,B2,1.58e-06,3.2
6092,fondly,adverb,B2,1.58e-06,3.2
6093,germ,noun,B2,1.58e-06,3.2
6094,legislator,noun,B2,1.58e-06,3.2
6095,skyscraper,noun,B1,1.58e-06,3.2
6096,amaze,verb,B2,1.55e-06,3.19
6097,breathless,adjective,B1,1.55e-06,3.19
6098,carefree,adjective,B2,1.55e-06,3.19
6099,carton,noun,B1,1.55e-06,3.19
6100,deprive,verb,B1,1.55e-06,3.19
6101,exaggerate,noun,B2,1.55e-06,3.19
6102,foggy,adjective,A1,1.55e-06,3.19
6103,furiously,adverb,B2,1.55e-06,3.19
6104,motorbike,noun,B2,1.55e-06,3.19
6105,obedient,adjective,B2,1.55e-06,3.19
6106,paramedic,adjective,B2,1.55e-06,3.19
6107,redo,verb,B2,1.55e-06,3.19
6108,rejoin,verb,B2,1.55e-06,3.19
6109,shopper,noun,B1,1.55e-06,3.19
6110,sneeze,"noun, verb",B2,1.55e-06,3.19
6111,sweatshirt,noun,B1,1.55e-06,3.19
6112,barometer,noun,B2,1.51e-06,3.18
6113,bruise,noun,B2,1.51e-06,3.18
6114,delicacy,noun,B2,1.51e-06,3.18
6115,demolish,verb,B2,1.51e-06,3.18
6116,foresee,verb,B2,1.51e-06,3.18
6117,frantically,adverb,B2,1.51e-06,3.18
6118,handkerchief,noun,B1,1.51e-06,3.18
6119,liter/litre,noun,A2,1.51e-06,3.18
6120,nutritious,adjective,B1,1.51e-06,3.18
6121,sleepless,adjective,A2,1.51e-06,3.18
6122,snowball,noun,B2,1.51e-06,3.18
6123,soothe,verb,B1,1.51e-06,3.18
6124,tulip,noun,B2,1.51e-06,3.18
6125,unbeatable,adjective,B2,1.51e-06,3.18
6126,absentee,noun,B2,1.48e-06,3.17
6127,canteen,noun,B1,1.48e-06,3.17
6128,climber,noun,B1,1.48e-06,3.17
6129,conceivable,adjective,B2,1.48e-06,3.17
6130,dishonesty,noun,B2,1.48e-06,3.17
6131,doubly,adverb,B2,1.48e-06,3.17
6132,footnote,noun,B2,1.48e-06,3.17
6133,furthest,adverb,B1,1.48e-06,3.17
6134,hairdresser,noun,B1,1.48e-06,3.17
6135,hone,noun,B2,1.48e-06,3.17
6136,laziness,noun,A2,1.48e-06,3.17
6137,possessive,adjective,B1,1.48e-06,3.17
6138,pronoun,noun,B1,1.48e-06,3.17
6139,ration,noun,B1,1.48e-06,3.17
6140,skim,verb,B2,1.48e-06,3.17
6141,twinkle,noun,B2,1.48e-06,3.17
6142,unforeseen,adjective,B2,1.48e-06,3.17
6143,weakly,adverb,B2,1.48e-06,3.17
6144,amplify,verb,B2,1.45e-06,3.16
6145,astronomer,noun,B1,1.45e-06,3.16
6146,bloodstream,noun,B2,1.45e-06,3.16
6147,bustling,adjective,B2,1.45e-06,3.16
6148,duplication,noun,B2,1.45e-06,3.16
6149,infer,verb,B2,1.45e-06,3.16
6150,napkin,noun,A2,1.45e-06,3.16
6151,stepmother,noun,B2,1.45e-06,3.16
6152,theorist,noun,B2,1.45e-06,3.16
6153,uncontrollable,adjective,B1,1.45e-06,3.16
6154,marvelous/marvellous,adjective,A2,1.44e-06,3.16
6155,chili/chilli,noun,A2,1.43e-06,3.16
6156,attainment,noun,B2,1.41e-06,3.15
6157,disc jockey/disk jockey,noun,B1,1.41e-06,3.15
6158,disorderly,adjective,B2,1.41e-06,3.15
6159,misunderstand,verb,B2,1.41e-06,3.15
6160,nightlife,noun,B1,1.41e-06,3.15
6161,overwhelm,verb,B1,1.41e-06,3.15
6162,proponent,noun,B2,1.41e-06,3.15
6163,settler,noun,B1,1.41e-06,3.15
6164,skateboarding,noun,A2,1.41e-06,3.15
6165,snowboarding,noun,A2,1.41e-06,3.15
6166,tablespoon,noun,A2,1.41e-06,3.15
6167,unhappiness,noun,B2,1.41e-06,3.15
6168,unimaginable,adjective,B2,1.41e-06,3.15
6169,warship,noun,B2,1.41e-06,3.15
6170,cozy/cosy,adjective,B2,1.39e-06,3.14
6171,animate,verb,B2,1.38e-06,3.14
6172,displeasure,noun,B2,1.38e-06,3.14
6173,fondness,noun,B1,1.38e-06,3.14
6174,furnish,verb,B1,1.38e-06,3.14
6175,lark,noun,B2,1.38e-06,3.14
6176,lovingly,adverb,B1,1.38e-06,3.14
6177,powerfully,adverb,B2,1.38e-06,3.14
6178,proverb,noun,B1,1.38e-06,3.14
6179,refute,verb,B2,1.38e-06,3.14
6180,sightseeing,noun,A2,1.38e-06,3.14
6181,someplace,adverb,B1,1.38e-06,3.14
6182,unwell,adjective,B1,1.38e-06,3.14
6183,wetland,noun,B1,1.38e-06,3.14
6184,dowry,noun,B2,1.35e-06,3.13
6185,grandchild,noun,A2,1.35e-06,3.13
6186,inseparable,adjective,B2,1.35e-06,3.13
6187,intravenous,adjective,B2,1.35e-06,3.13
6188,juror,noun,B2,1.35e-06,3.13
6189,kilo,noun,A2,1.35e-06,3.13
6190,pluck,verb,B2,1.35e-06,3.13
6191,resonant,adjective,B2,1.35e-06,3.13
6192,suitably,adverb,B2,1.35e-06,3.13
6193,synonym,noun,B2,1.35e-06,3.13
6194,tanned,adjective,B2,1.35e-06,3.13
6195,transfusion,noun,B2,1.35e-06,3.13
6196,adaptable,adjective,B2,1.32e-06,3.12
6197,amuse,verb,B2,1.32e-06,3.12
6198,artistry,noun,B2,1.32e-06,3.12
6199,atypical,adjective,B2,1.32e-06,3.12
6200,breezy,adjective,B2,1.32e-06,3.12
6201,disapprove,verb,B2,1.32e-06,3.12
6202,dormitory,noun,B2,1.32e-06,3.12
6203,figurative,adjective,B2,1.32e-06,3.12
6204,leaflet,noun,B2,1.32e-06,3.12
6205,pallet,noun,B2,1.32e-06,3.12
6206,predictor,noun,B2,1.32e-06,3.12
6207,seawater,noun,B1,1.32e-06,3.12
6208,spokeswoman,noun,B2,1.32e-06,3.12
6209,stockpile,noun,B2,1.32e-06,3.12
6210,wondrous,adjective,B2,1.32e-06,3.12
6211,affectionately,adverb,B2,1.29e-06,3.11
6212,bookshop,noun,A2,1.29e-06,3.11
6213,frugal,adjective,B2,1.29e-06,3.11
6214,handball,noun,B1,1.29e-06,3.11
6215,hijack,"noun, verb",B2,1.29e-06,3.11
6216,shipwreck,noun,B2,1.29e-06,3.11
6217,airplane/aeroplane,noun,A1,1.28e-06,3.11
6218,attainable,adjective,B2,1.26e-06,3.1
6219,creatively,adverb,B2,1.26e-06,3.1
6220,dissident,noun,B2,1.26e-06,3.1
6221,ironing,noun,B1,1.26e-06,3.1
6222,postman,noun,B1,1.26e-06,3.1
6223,schoolgirl,noun,B2,1.26e-06,3.1
6224,subtract,verb,B2,1.26e-06,3.1
6225,tactile,adjective,B2,1.26e-06,3.1
